DT;ruo;vol;T;C;MinRate;Percentile25;Percentile75;MaxRate;StatusXML;DateUpdate
11/21/13;6,1400;48,6900;;;;;;;;
11/20/13;6,0100;32,3700;;;;;;;;
11/19/13;6,0100;57,7300;;;;;;;;
11/18/13;6,0300;44,3900;;;;;;;;
11/15/13;5,9700;47,2900;;;;;;;;
11/14/13;6,0000;49,9200;;;;;;;;
11/13/13;5,9000;53,7900;;;;;;;;
11/12/13;5,8300;53,6600;;;;;;;;
11/11/13;5,5100;55,9900;;;;;;;;
11/8/13;5,3600;61,2400;;;;;;;;
11/7/13;6,2400;73,6600;;;;;;;;
11/6/13;6,2800;85,4500;;;;;;;;
11/5/13;6,2500;94,8500;;;;;;;;
11/1/13;6,2600;90,7000;;;;;;;;
10/31/13;6,3400;79,4200;;;;;;;;
10/30/13;6,3700;126,7000;;;;;;;;
10/29/13;6,3700;62,8500;;;;;;;;
10/28/13;6,4600;76,1500;;;;;;;;
10/25/13;6,2300;96,8000;;;;;;;;
10/24/13;6,0000;67,4000;;;;;;;;
10/23/13;5,9900;48,2500;;;;;;;;
10/22/13;6,1300;57,0800;;;;;;;;
10/21/13;6,1000;54,3000;;;;;;;;
10/18/13;5,9800;65,8000;;;;;;;;
10/17/13;6,0400;66,2500;;;;;;;;
10/16/13;6,1100;63,9900;;;;;;;;
10/15/13;6,1700;75,5400;;;;;;;;
10/14/13;6,3600;84,7100;;;;;;;;
10/11/13;6,1400;66,8000;;;;;;;;
10/10/13;6,0400;63,9900;;;;;;;;
10/9/13;5,9800;58,3400;;;;;;;;
10/8/13;4,7400;60,3000;;;;;;;;
10/7/13;4,7100;54,9000;;;;;;;;
10/4/13;5,3600;70,6000;;;;;;;;
10/3/13;5,8300;60,8700;;;;;;;;
10/2/13;5,8500;65,3700;;;;;;;;
10/1/13;6,2300;38,2700;;;;;;;;
9/30/13;6,5300;49,1300;;;;;;;;
9/27/13;6,4800;91,4500;;;;;;;;
9/26/13;6,4800;112,6700;;;;;;;;
9/25/13;6,4500;79,4200;;;;;;;;
9/24/13;6,4100;94,9300;;;;;;;;
9/23/13;6,3300;64,8700;;;;;;;;
9/20/13;6,3000;60,3300;;;;;;;;
9/19/13;6,2800;118,1800;;;;;;;;
9/18/13;6,1200;89,6300;;;;;;;;
9/17/13;6,1600;62,1300;;;;;;;;
9/16/13;6,1200;78,2800;;;;;;;;
9/13/13;6,0300;65,5800;;;;;;;;
9/12/13;6,1200;69,9400;;;;;;;;
9/11/13;6,0300;91,3800;;;;;;;;
9/10/13;6,1400;73,8500;;;;;;;;
9/9/13;6,1300;101,8300;;;;;;;;
9/6/13;6,0700;91,7900;;;;;;;;
9/5/13;5,9200;64,4300;;;;;;;;
9/4/13;5,8800;69,7300;;;;;;;;
9/3/13;5,8900;75,2500;;;;;;;;
9/2/13;5,8700;104,9600;;;;;;;;
8/30/13;6,0900;93,1600;;;;;;;;
8/29/13;6,2800;76,2000;;;;;;;;
8/28/13;6,2800;88,9300;;;;;;;;
8/27/13;6,3300;76,1700;;;;;;;;
8/26/13;6,2400;58,1700;;;;;;;;
8/23/13;5,9000;69,6000;;;;;;;;
8/22/13;5,9100;75,8000;;;;;;;;
8/21/13;5,8800;51,5500;;;;;;;;
8/20/13;5,9700;73,5100;;;;;;;;
8/19/13;5,9400;64,3200;;;;;;;;
8/16/13;6,0000;69,9000;;;;;;;;
8/15/13;6,0900;63,7300;;;;;;;;
8/14/13;6,1300;57,8000;;;;;;;;
8/13/13;5,9700;66,7100;;;;;;;;
8/12/13;5,8300;99,2500;;;;;;;;
8/9/13;5,7000;76,7200;;;;;;;;
8/8/13;5,7700;87,0500;;;;;;;;
8/7/13;5,8200;92,5800;;;;;;;;
8/6/13;5,9800;101,5000;;;;;;;;
8/5/13;6,0100;107,1800;;;;;;;;
8/2/13;6,0100;105,8000;;;;;;;;
8/1/13;6,1300;112,0000;;;;;;;;
7/31/13;6,1400;113,3800;;;;;;;;
7/30/13;6,2500;118,9500;;;;;;;;
7/29/13;6,3700;109,4300;;;;;;;;
7/26/13;6,3600;119,4600;;;;;;;;
7/25/13;6,2400;103,5900;;;;;;;;
7/24/13;6,0100;97,5000;;;;;;;;
7/23/13;6,0200;110,1100;;;;;;;;
7/22/13;6,0100;99,2000;;;;;;;;
7/19/13;5,9500;88,0500;;;;;;;;
7/18/13;6,0000;71,8500;;;;;;;;
7/17/13;6,0300;85,3700;;;;;;;;
7/16/13;6,1500;61,5000;;;;;;;;
7/15/13;6,1400;50,3800;;;;;;;;
7/12/13;5,9400;58,2200;;;;;;;;
7/11/13;5,9600;37,4000;;;;;;;;
7/10/13;5,8900;54,1400;;;;;;;;
7/9/13;5,6000;61,1500;;;;;;;;
7/8/13;5,5100;62,8500;;;;;;;;
7/5/13;5,4900;75,3500;;;;;;;;
7/4/13;5,6000;88,6100;;;;;;;;
7/3/13;5,8800;106,6700;;;;;;;;
7/2/13;6,1600;113,8200;;;;;;;;
7/1/13;6,3500;88,9000;;;;;;;;
6/28/13;6,4900;126,0900;;;;;;;;
6/27/13;6,4800;111,1300;;;;;;;;
6/26/13;6,4400;95,7100;;;;;;;;
6/25/13;6,5000;123,1000;;;;;;;;
6/24/13;6,3900;69,9300;;;;;;;;
6/21/13;6,3500;85,8200;;;;;;;;
6/20/13;6,3100;94,7900;;;;;;;;
6/19/13;6,1200;66,9200;;;;;;;;
6/18/13;6,1800;81,8400;;;;;;;;
6/17/13;6,2000;98,0100;;;;;;;;
6/14/13;6,0900;75,4500;;;;;;;;
6/13/13;6,1500;92,2000;;;;;;;;
6/11/13;6,0200;79,8000;;;;;;;;
6/10/13;6,0300;77,7000;;;;;;;;
6/7/13;5,8400;130,9400;;;;;;;;
6/6/13;6,0600;119,2300;;;;;;;;
6/5/13;6,2400;124,8600;;;;;;;;
6/4/13;6,4000;77,9500;;;;;;;;
6/3/13;6,3500;83,7500;;;;;;;;
5/31/13;6,2900;119,7100;;;;;;;;
5/30/13;6,3000;160,0100;;;;;;;;
5/29/13;6,2600;113,2700;;;;;;;;
5/28/13;6,2900;84,3500;;;;;;;;
5/27/13;6,2500;88,5500;;;;;;;;
5/24/13;6,2400;67,4600;;;;;;;;
5/23/13;6,3000;113,3500;;;;;;;;
5/22/13;6,3200;60,9000;;;;;;;;
5/21/13;6,3400;39,7500;;;;;;;;
5/20/13;6,3300;82,8500;;;;;;;;
5/17/13;6,2800;113,9000;;;;;;;;
5/16/13;6,3700;75,8000;;;;;;;;
5/15/13;6,2500;115,1500;;;;;;;;
5/14/13;6,2500;125,0200;;;;;;;;
5/13/13;6,3600;88,4400;;;;;;;;
5/8/13;6,1000;98,0300;;;;;;;;
5/7/13;6,2500;83,1500;;;;;;;;
5/6/13;6,5300;59,9400;;;;;;;;
4/30/13;6,5200;78,5900;;;;;;;;
4/29/13;6,5200;91,3400;;;;;;;;
4/26/13;6,4100;77,0400;;;;;;;;
4/25/13;6,5000;79,8400;;;;;;;;
4/24/13;6,3800;68,5400;;;;;;;;
4/23/13;6,3500;137,4900;;;;;;;;
4/22/13;6,2800;130,1500;;;;;;;;
4/19/13;6,2400;110,4900;;;;;;;;
4/18/13;6,1400;126,2500;;;;;;;;
4/17/13;6,1000;76,2900;;;;;;;;
4/16/13;6,1400;122,3900;;;;;;;;
4/15/13;6,0100;75,3900;;;;;;;;
4/12/13;5,8000;85,1900;;;;;;;;
4/11/13;5,8400;100,1400;;;;;;;;
4/10/13;5,9400;87,6800;;;;;;;;
4/9/13;6,2200;81,9000;;;;;;;;
4/8/13;5,8700;132,5200;;;;;;;;
4/5/13;5,6000;119,2800;;;;;;;;
4/4/13;5,7100;161,9100;;;;;;;;
4/3/13;5,9300;121,7400;;;;;;;;
4/2/13;5,9300;118,4000;;;;;;;;
4/1/13;5,9300;140,1800;;;;;;;;
3/29/13;6,2800;127,8600;;;;;;;;
3/28/13;6,1300;136,8400;;;;;;;;
3/27/13;5,9200;114,8400;;;;;;;;
3/26/13;6,1600;118,7300;;;;;;;;
3/25/13;6,2200;132,6900;;;;;;;;
3/22/13;5,9300;140,8300;;;;;;;;
3/21/13;5,7400;65,8900;;;;;;;;
3/20/13;5,7700;55,5100;;;;;;;;
3/19/13;5,4700;102,8000;;;;;;;;
3/18/13;5,9400;84,3300;;;;;;;;
3/15/13;5,7500;78,7300;;;;;;;;
3/14/13;5,8800;85,4900;;;;;;;;
3/13/13;5,3600;75,8200;;;;;;;;
3/12/13;5,6500;105,8000;;;;;;;;
3/11/13;6,0900;79,2700;;;;;;;;
3/7/13;6,4500;66,3100;;;;;;;;
3/6/13;6,3700;46,1200;;;;;;;;
3/5/13;6,1600;80,1000;;;;;;;;
3/4/13;6,0000;108,9700;;;;;;;;
3/1/13;5,9600;78,4100;;;;;;;;
2/28/13;6,1600;108,1400;;;;;;;;
2/27/13;5,8800;91,3700;;;;;;;;
2/26/13;6,0800;121,5800;;;;;;;;
2/25/13;6,1200;123,8800;;;;;;;;
2/22/13;5,9700;99,7700;;;;;;;;
2/21/13;6,0100;82,3000;;;;;;;;
2/20/13;5,8500;61,9300;;;;;;;;
2/19/13;5,7800;56,9300;;;;;;;;
2/18/13;6,1300;58,5300;;;;;;;;
2/15/13;5,7500;88,8600;;;;;;;;
2/14/13;5,5900;87,4900;;;;;;;;
2/13/13;5,4400;84,7000;;;;;;;;
2/12/13;5,2700;117,0300;;;;;;;;
2/11/13;5,2500;123,2300;;;;;;;;
2/8/13;4,8100;47,4900;;;;;;;;
2/7/13;4,9400;101,2500;;;;;;;;
2/6/13;5,1600;103,8200;;;;;;;;
2/5/13;5,2000;87,4600;;;;;;;;
2/4/13;5,3000;83,5200;;;;;;;;
2/1/13;5,5300;111,0100;;;;;;;;
1/31/13;5,8700;102,4600;;;;;;;;
1/30/13;5,6700;102,2500;;;;;;;;
1/29/13;5,8200;150,6600;;;;;;;;
1/28/13;6,1700;108,2100;;;;;;;;
1/25/13;5,6900;133,2000;;;;;;;;
1/24/13;4,9000;98,0000;;;;;;;;
1/23/13;4,9000;126,8500;;;;;;;;
1/22/13;5,2800;105,2200;;;;;;;;
1/21/13;5,4900;83,3400;;;;;;;;
1/18/13;5,3100;58,7700;;;;;;;;
1/17/13;5,5000;119,6200;;;;;;;;
1/16/13;5,1800;71,0000;;;;;;;;
1/15/13;4,9100;169,8900;;;;;;;;
1/14/13;4,9800;158,5900;;;;;;;;
1/11/13;4,9600;159,6500;;;;;;;;
1/10/13;4,9800;157,5800;;;;;;;;
1/9/13;5,6900;87,7600;;;;;;;;
