DT;ruo;vol;T;C;MinRate;Percentile25;Percentile75;MaxRate;StatusXML;DateUpdate
4/8/16;10,9000;56,1400;;;;;;;;
4/7/16;10,8300;123,7300;;;;;;;;
4/6/16;10,7100;119,8100;;;;;;;;
4/5/16;10,4500;44,0700;;;;;;;;
4/4/16;10,4600;120,7900;;;;;;;;
4/1/16;10,9500;201,0300;;;;;;;;
3/31/16;11,2900;170,1000;;;;;;;;
3/30/16;11,2200;138,6500;;;;;;;;
3/29/16;11,1600;144,6000;;;;;;;;
3/28/16;11,3100;147,7100;;;;;;;;
3/25/16;11,1300;189,3600;;;;;;;;
3/24/16;10,7900;278,3100;;;;;;;;
3/23/16;10,5400;126,0800;;;;;;;;
3/22/16;10,5600;163,3300;;;;;;;;
3/21/16;10,6500;132,2300;;;;;;;;
3/18/16;10,7000;191,5800;;;;;;;;
3/17/16;10,9100;236,7900;;;;;;;;
3/16/16;10,8900;183,8700;;;;;;;;
3/15/16;11,1000;185,8700;;;;;;;;
3/14/16;11,0700;150,4600;;;;;;;;
3/11/16;10,8300;215,5700;;;;;;;;
3/10/16;10,8600;215,0000;;;;;;;;
3/9/16;10,9100;260,2500;;;;;;;;
3/4/16;10,7900;276,5100;;;;;;;;
3/3/16;11,0500;179,9400;;;;;;;;
3/2/16;10,9000;170,6700;;;;;;;;
3/1/16;10,9300;221,7600;;;;;;;;
2/29/16;10,9300;117,7400;;;;;;;;
2/26/16;11,1300;214,1500;;;;;;;;
2/25/16;11,0500;219,1500;;;;;;;;
2/24/16;11,0000;186,2200;;;;;;;;
2/20/16;10,8700;188,6000;;;;;;;;
2/19/16;11,0300;151,0000;;;;;;;;
2/18/16;10,9800;192,5100;;;;;;;;
2/17/16;11,1600;171,1100;;;;;;;;
2/16/16;10,8800;175,6700;;;;;;;;
2/15/16;10,7000;169,5800;;;;;;;;
2/12/16;10,6600;192,9000;;;;;;;;
2/11/16;10,7100;139,8500;;;;;;;;
2/10/16;10,8200;161,1300;;;;;;;;
2/9/16;10,6200;91,5300;;;;;;;;
2/8/16;10,6200;113,6800;;;;;;;;
2/5/16;10,8000;152,6300;;;;;;;;
2/4/16;11,0100;148,4100;;;;;;;;
2/3/16;10,9900;202,8800;;;;;;;;
2/2/16;10,7200;165,2300;;;;;;;;
2/1/16;10,8800;161,3300;;;;;;;;
1/29/16;11,0700;156,6800;;;;;;;;
1/28/16;11,1100;131,9500;;;;;;;;
1/27/16;11,2000;148,8300;;;;;;;;
1/26/16;11,1200;254,7500;;;;;;;;
1/25/16;11,1700;252,8300;;;;;;;;
1/22/16;11,0600;332,3500;;;;;;;;
1/21/16;11,0300;259,3000;;;;;;;;
1/20/16;11,1000;254,7200;;;;;;;;
1/19/16;11,0800;303,2800;;;;;;;;
1/18/16;11,0900;246,7100;;;;;;;;
1/15/16;11,0200;202,1100;;;;;;;;
1/14/16;11,0600;190,1700;;;;;;;;
1/13/16;11,0100;174,1200;;;;;;;;
1/12/16;10,9500;311,2500;;;;;;;;
1/11/16;10,8500;167,8500;;;;;;;;
12/30/15;10,5200;7,6500;;;;;;;;
12/29/15;11,0100;155,9700;;;;;;;;
12/28/15;10,9500;197,7100;;;;;;;;
12/25/15;11,0800;209,9000;;;;;;;;
12/24/15;10,8300;199,1300;;;;;;;;
12/23/15;10,9900;300,4300;;;;;;;;
12/22/15;11,0600;240,6300;;;;;;;;
12/21/15;11,2000;275,2300;;;;;;;;
12/18/15;11,2900;204,6800;;;;;;;;
12/17/15;11,3400;276,0300;;;;;;;;
12/16/15;11,1700;198,2700;;;;;;;;
12/15/15;11,4600;261,2800;;;;;;;;
12/14/15;11,5400;258,9000;;;;;;;;
12/11/15;11,5400;212,6500;;;;;;;;
12/10/15;11,6400;218,4900;;;;;;;;
12/9/15;11,3000;163,1500;;;;;;;;
12/8/15;11,7800;122,3900;;;;;;;;
12/7/15;11,5600;124,0600;;;;;;;;
12/4/15;11,0000;213,3100;;;;;;;;
12/3/15;10,9200;235,1100;;;;;;;;
12/2/15;11,1100;212,1000;;;;;;;;
12/1/15;11,1900;290,3600;;;;;;;;
11/30/15;11,3200;142,1700;;;;;;;;
11/27/15;11,4500;167,0500;;;;;;;;
11/26/15;11,4800;178,3200;;;;;;;;
11/25/15;11,1900;113,1600;;;;;;;;
11/24/15;11,6100;212,7200;;;;;;;;
11/23/15;11,5000;211,2900;;;;;;;;
11/20/15;11,6400;159,5200;;;;;;;;
11/19/15;11,6700;140,2200;;;;;;;;
11/18/15;11,6800;183,4200;;;;;;;;
11/17/15;11,6800;188,0000;;;;;;;;
11/16/15;11,6200;103,8700;;;;;;;;
11/13/15;11,5500;162,2500;;;;;;;;
11/12/15;11,6000;130,2000;;;;;;;;
11/11/15;11,3200;88,8700;;;;;;;;
11/10/15;11,4300;159,9000;;;;;;;;
11/9/15;10,8800;144,4900;;;;;;;;
11/6/15;11,3900;131,5700;;;;;;;;
11/5/15;11,2500;93,4900;;;;;;;;
11/3/15;11,3200;102,6500;;;;;;;;
11/2/15;11,3300;135,0700;;;;;;;;
10/30/15;11,4600;115,8500;;;;;;;;
10/29/15;11,4200;94,7000;;;;;;;;
10/28/15;11,4200;77,3000;;;;;;;;
10/27/15;11,3500;49,5000;;;;;;;;
10/26/15;11,5000;78,6300;;;;;;;;
10/23/15;11,4000;111,9500;;;;;;;;
10/22/15;11,3600;148,9500;;;;;;;;
10/21/15;11,3800;135,6500;;;;;;;;
10/20/15;11,3500;100,2500;;;;;;;;
10/19/15;11,3400;141,4000;;;;;;;;
10/16/15;11,4700;141,4500;;;;;;;;
10/15/15;11,3300;181,3000;;;;;;;;
10/14/15;11,3900;164,8200;;;;;;;;
10/13/15;11,3800;132,5200;;;;;;;;
10/12/15;11,0100;156,1100;;;;;;;;
10/9/15;10,4600;126,2500;;;;;;;;
10/8/15;10,4800;143,9400;;;;;;;;
10/7/15;10,3000;113,8800;;;;;;;;
10/6/15;10,3000;128,4300;;;;;;;;
10/5/15;10,8000;121,5600;;;;;;;;
10/2/15;11,4100;124,4000;;;;;;;;
10/1/15;11,2600;77,1800;;;;;;;;
9/30/15;11,4500;110,8800;;;;;;;;
9/29/15;11,3800;75,9300;;;;;;;;
9/28/15;11,4300;53,6500;;;;;;;;
9/25/15;11,4500;97,2700;;;;;;;;
9/24/15;11,0100;87,4000;;;;;;;;
9/23/15;11,1300;127,5500;;;;;;;;
9/22/15;11,6100;143,7500;;;;;;;;
9/21/15;11,5400;106,6500;;;;;;;;
9/18/15;11,4000;112,1500;;;;;;;;
9/17/15;11,4200;106,2000;;;;;;;;
9/16/15;11,6200;214,0500;;;;;;;;
9/15/15;11,6800;105,2500;;;;;;;;
9/14/15;11,5700;73,4000;;;;;;;;
9/11/15;11,0300;124,0500;;;;;;;;
9/10/15;10,5000;96,8700;;;;;;;;
9/9/15;10,3900;61,6000;;;;;;;;
9/8/15;10,4000;122,8400;;;;;;;;
9/7/15;10,4000;157,8400;;;;;;;;
9/4/15;10,6000;143,1100;;;;;;;;
9/3/15;10,6400;110,9900;;;;;;;;
9/2/15;10,5800;142,8200;;;;;;;;
9/1/15;10,9100;161,7700;;;;;;;;
8/31/15;11,0400;73,3500;;;;;;;;
8/28/15;11,0600;116,4000;;;;;;;;
8/27/15;11,2100;99,3200;;;;;;;;
8/26/15;11,2100;84,4000;;;;;;;;
8/25/15;11,1100;65,9300;;;;;;;;
8/24/15;11,0000;109,1000;;;;;;;;
8/21/15;10,9900;94,8500;;;;;;;;
8/20/15;11,0100;93,9000;;;;;;;;
8/19/15;11,0800;102,2000;;;;;;;;
8/18/15;11,1800;138,0700;;;;;;;;
8/17/15;11,1000;93,9200;;;;;;;;
8/14/15;11,1700;95,8700;;;;;;;;
8/13/15;10,8800;109,2000;;;;;;;;
8/12/15;10,5900;111,8400;;;;;;;;
8/11/15;10,5900;107,7000;;;;;;;;
8/10/15;10,4500;118,0700;;;;;;;;
8/7/15;10,3000;51,8700;;;;;;;;
8/6/15;10,2100;114,2000;;;;;;;;
8/5/15;10,1600;119,1500;;;;;;;;
8/4/15;10,1700;104,5000;;;;;;;;
8/3/15;10,4500;71,8500;;;;;;;;
7/31/15;11,1900;105,9500;;;;;;;;
7/30/15;10,9700;72,2500;;;;;;;;
7/29/15;11,2200;133,3400;;;;;;;;
7/28/15;11,5600;115,3900;;;;;;;;
7/27/15;11,5500;67,9600;;;;;;;;
7/24/15;10,9700;106,8000;;;;;;;;
7/23/15;10,9500;71,3000;;;;;;;;
7/22/15;11,5300;112,5000;;;;;;;;
7/21/15;12,1700;108,8500;;;;;;;;
7/20/15;12,1400;84,5000;;;;;;;;
7/17/15;12,2500;91,5000;;;;;;;;
7/16/15;12,1400;80,3000;;;;;;;;
7/15/15;12,0400;102,4800;;;;;;;;
7/14/15;11,9200;92,3200;;;;;;;;
7/13/15;11,9300;96,5000;;;;;;;;
7/10/15;11,5400;76,1500;;;;;;;;
7/9/15;10,7300;56,7600;;;;;;;;
7/8/15;10,5900;42,2500;;;;;;;;
7/7/15;10,6500;35,6000;;;;;;;;
7/6/15;10,9100;76,7000;;;;;;;;
7/3/15;11,3900;67,5300;;;;;;;;
7/2/15;11,8400;78,3800;;;;;;;;
7/1/15;12,1300;41,9000;;;;;;;;
6/30/15;12,4000;88,8000;;;;;;;;
6/29/15;12,3000;35,8000;;;;;;;;
6/26/15;12,2600;23,0500;;;;;;;;
6/25/15;12,1200;59,0800;;;;;;;;
6/24/15;11,8600;65,8000;;;;;;;;
6/23/15;11,9900;53,4500;;;;;;;;
6/22/15;12,0500;25,9000;;;;;;;;
6/19/15;12,0300;63,6000;;;;;;;;
6/18/15;12,1800;71,0000;;;;;;;;
6/17/15;12,1700;66,3000;;;;;;;;
6/16/15;12,0600;70,8000;;;;;;;;
6/15/15;12,7500;97,4700;;;;;;;;
6/11/15;12,6900;135,9700;;;;;;;;
6/10/15;13,0300;123,5200;;;;;;;;
6/9/15;13,1200;46,1000;;;;;;;;
6/8/15;13,1000;55,0200;;;;;;;;
6/5/15;13,0600;36,9000;;;;;;;;
6/4/15;13,2500;51,5500;;;;;;;;
6/3/15;12,7400;75,4700;;;;;;;;
6/2/15;12,5200;109,0000;;;;;;;;
6/1/15;12,8000;71,5700;;;;;;;;
5/29/15;13,1900;151,7000;;;;;;;;
5/28/15;12,9900;107,1600;;;;;;;;
5/27/15;13,0300;64,0400;;;;;;;;
5/26/15;13,0300;60,8400;;;;;;;;
5/25/15;12,7800;83,1100;;;;;;;;
5/22/15;12,2600;81,8300;;;;;;;;
5/21/15;12,0100;72,6300;;;;;;;;
5/20/15;12,4300;69,2500;;;;;;;;
5/19/15;13,1900;36,6000;;;;;;;;
5/18/15;13,2700;44,7500;;;;;;;;
5/15/15;13,2300;50,3000;;;;;;;;
5/14/15;13,1500;77,2400;;;;;;;;
5/13/15;13,0800;55,6000;;;;;;;;
5/12/15;12,7900;39,2700;;;;;;;;
5/8/15;11,7400;68,2000;;;;;;;;
5/7/15;12,2100;72,6200;;;;;;;;
5/6/15;12,8100;137,5400;;;;;;;;
5/5/15;13,1100;127,4700;;;;;;;;
4/30/15;14,4500;122,1900;;;;;;;;
4/29/15;14,8000;86,9100;;;;;;;;
4/28/15;14,5700;71,4200;;;;;;;;
4/27/15;14,6000;107,3000;;;;;;;;
4/24/15;14,0000;178,1500;;;;;;;;
4/23/15;13,5100;80,5300;;;;;;;;
4/22/15;14,4700;90,6900;;;;;;;;
4/21/15;14,9700;136,2400;;;;;;;;
4/20/15;14,9900;76,7000;;;;;;;;
4/17/15;14,7800;82,2700;;;;;;;;
4/16/15;14,8500;93,2500;;;;;;;;
4/15/15;14,7700;71,8500;;;;;;;;
4/14/15;14,7400;112,8000;;;;;;;;
4/13/15;14,7100;59,7000;;;;;;;;
4/10/15;14,2400;68,0500;;;;;;;;
4/9/15;13,5500;93,7100;;;;;;;;
4/8/15;13,7300;125,8000;;;;;;;;
4/7/15;13,7500;104,0500;;;;;;;;
4/6/15;14,0100;101,1500;;;;;;;;
4/3/15;14,1600;126,4100;;;;;;;;
4/2/15;14,2600;75,4600;;;;;;;;
4/1/15;14,2700;116,2400;;;;;;;;
3/31/15;14,6600;71,4000;;;;;;;;
3/30/15;14,6300;48,9500;;;;;;;;
3/27/15;14,7300;130,4000;;;;;;;;
3/26/15;14,6900;57,1800;;;;;;;;
3/25/15;14,7000;119,0000;;;;;;;;
3/24/15;14,5000;71,4500;;;;;;;;
3/23/15;14,4500;100,5000;;;;;;;;
3/20/15;14,5100;146,7300;;;;;;;;
3/19/15;14,7500;119,1400;;;;;;;;
3/18/15;14,7600;119,6400;;;;;;;;
3/17/15;14,3400;79,6000;;;;;;;;
3/16/15;14,0500;86,4500;;;;;;;;
3/13/15;14,3300;63,3500;;;;;;;;
3/12/15;14,7100;59,4500;;;;;;;;
3/11/15;15,1800;48,6000;;;;;;;;
3/10/15;15,5000;97,1500;;;;;;;;
3/6/15;14,5600;46,4500;;;;;;;;
3/5/15;15,4900;37,5500;;;;;;;;
3/4/15;15,5900;102,1200;;;;;;;;
3/3/15;15,5000;51,9700;;;;;;;;
3/2/15;15,7000;104,1800;;;;;;;;
2/27/15;15,4900;62,1500;;;;;;;;
2/26/15;15,5400;86,5500;;;;;;;;
2/25/15;15,4700;87,6600;;;;;;;;
2/24/15;14,9900;74,1500;;;;;;;;
2/20/15;15,0100;88,2500;;;;;;;;
2/19/15;15,0000;103,2000;;;;;;;;
2/18/15;14,9800;111,6500;;;;;;;;
2/17/15;15,4200;134,7500;;;;;;;;
2/16/15;15,1500;118,3800;;;;;;;;
2/13/15;15,2300;233,1700;;;;;;;;
2/12/15;15,2400;274,6000;;;;;;;;
2/11/15;15,3400;241,0500;;;;;;;;
2/10/15;15,4700;106,9100;;;;;;;;
2/9/15;14,8500;193,0600;;;;;;;;
2/6/15;14,5800;146,5600;;;;;;;;
2/5/15;14,5900;167,4100;;;;;;;;
2/4/15;14,8200;268,7000;;;;;;;;
2/3/15;14,8500;238,6000;;;;;;;;
2/2/15;14,9500;142,2800;;;;;;;;
1/30/15;16,6300;169,7000;;;;;;;;
1/29/15;16,7400;137,9000;;;;;;;;
1/28/15;16,8000;134,5200;;;;;;;;
1/27/15;16,9700;149,3000;;;;;;;;
1/26/15;16,8600;139,4700;;;;;;;;
1/23/15;16,8100;121,4900;;;;;;;;
1/22/15;16,8500;133,1600;;;;;;;;
1/21/15;16,9100;132,7500;;;;;;;;
1/20/15;16,9700;183,1000;;;;;;;;
1/19/15;16,9600;262,5000;;;;;;;;
1/16/15;16,9300;249,7500;;;;;;;;
1/15/15;17,1000;213,1300;;;;;;;;
1/14/15;17,0700;193,4500;;;;;;;;
1/13/15;17,1900;216,7500;;;;;;;;
1/12/15;17,5500;234,6000;;;;;;;;
12/30/14;17,3900;93,2000;;;;;;;;
12/29/14;16,9600;223,8000;;;;;;;;
12/26/14;16,9700;170,1000;;;;;;;;
12/25/14;16,7500;98,0300;;;;;;;;
12/24/14;18,3700;157,1500;;;;;;;;
12/23/14;19,9300;239,5500;;;;;;;;
12/22/14;23,3600;215,6000;;;;;;;;
12/19/14;24,3000;282,9200;;;;;;;;
12/18/14;28,6500;186,6100;;;;;;;;
12/17/14;23,6200;160,5500;;;;;;;;
12/16/14;18,6900;122,9500;;;;;;;;
12/15/14;11,8400;217,8300;;;;;;;;
12/12/14;11,6200;219,6500;;;;;;;;
12/11/14;11,5000;273,0100;;;;;;;;
12/10/14;10,6400;294,2000;;;;;;;;
12/9/14;10,3300;259,8600;;;;;;;;
12/8/14;10,1800;243,2500;;;;;;;;
12/5/14;9,7300;233,2200;;;;;;;;
12/4/14;9,4100;227,5300;;;;;;;;
12/3/14;9,4200;256,9000;;;;;;;;
12/2/14;9,8800;236,4500;;;;;;;;
12/1/14;10,3300;272,2000;;;;;;;;
11/28/14;10,6900;172,3400;;;;;;;;
11/27/14;10,4600;166,3300;;;;;;;;
11/26/14;10,5700;156,2000;;;;;;;;
11/25/14;10,9300;202,0800;;;;;;;;
11/24/14;10,6600;193,1900;;;;;;;;
11/21/14;10,6000;172,3600;;;;;;;;
11/20/14;10,2200;105,4000;;;;;;;;
11/19/14;10,0300;141,2700;;;;;;;;
11/18/14;9,8900;160,5800;;;;;;;;
11/17/14;9,9400;190,8500;;;;;;;;
11/14/14;9,6900;195,0800;;;;;;;;
11/13/14;9,9000;180,4600;;;;;;;;
11/12/14;10,1800;208,8500;;;;;;;;
11/11/14;9,8600;144,6800;;;;;;;;
11/10/14;10,0200;181,9400;;;;;;;;
11/7/14;9,8200;177,3500;;;;;;;;
11/6/14;10,2200;210,3200;;;;;;;;
11/5/14;10,3900;187,9100;;;;;;;;
10/31/14;9,0600;162,7200;;;;;;;;
10/30/14;8,7300;105,7900;;;;;;;;
10/29/14;8,7700;154,0400;;;;;;;;
10/28/14;8,7300;138,2300;;;;;;;;
10/27/14;8,6400;130,2400;;;;;;;;
10/24/14;8,5500;195,0900;;;;;;;;
10/23/14;8,6300;167,7900;;;;;;;;
10/22/14;8,4400;113,6900;;;;;;;;
10/21/14;8,6200;210,6900;;;;;;;;
10/20/14;8,6400;245,1800;;;;;;;;
10/17/14;8,4200;186,1000;;;;;;;;
10/16/14;8,5900;207,0000;;;;;;;;
10/15/14;8,5300;192,0900;;;;;;;;
10/14/14;8,4500;180,3500;;;;;;;;
10/13/14;8,1500;186,1000;;;;;;;;
10/10/14;8,0400;188,4600;;;;;;;;
10/9/14;7,5000;182,7700;;;;;;;;
10/8/14;7,4100;145,2800;;;;;;;;
10/7/14;7,2500;137,1600;;;;;;;;
10/6/14;7,2300;119,7000;;;;;;;;
10/3/14;7,3000;134,3000;;;;;;;;
10/2/14;7,7100;181,4400;;;;;;;;
10/1/14;7,9000;200,8000;;;;;;;;
9/30/14;8,0800;133,4100;;;;;;;;
9/29/14;7,9100;206,8800;;;;;;;;
9/26/14;8,0300;127,1200;;;;;;;;
9/25/14;7,9500;136,2000;;;;;;;;
9/24/14;7,8300;178,5700;;;;;;;;
9/23/14;7,9600;170,5500;;;;;;;;
9/22/14;8,1200;146,8600;;;;;;;;
9/19/14;7,9100;177,9000;;;;;;;;
9/18/14;8,1600;98,9000;;;;;;;;
9/17/14;8,8400;163,3500;;;;;;;;
9/16/14;8,5700;176,9600;;;;;;;;
9/15/14;8,1900;116,8400;;;;;;;;
9/12/14;8,1000;153,3300;;;;;;;;
9/11/14;7,9800;163,0900;;;;;;;;
9/10/14;7,7300;148,6500;;;;;;;;
9/9/14;7,2500;122,0200;;;;;;;;
9/8/14;7,2600;140,2900;;;;;;;;
9/5/14;7,4100;143,5800;;;;;;;;
9/4/14;7,5600;240,1000;;;;;;;;
9/3/14;7,7800;291,2000;;;;;;;;
9/2/14;8,0200;223,4000;;;;;;;;
9/1/14;8,1300;240,8500;;;;;;;;
8/29/14;8,1100;176,1700;;;;;;;;
8/28/14;8,0800;234,1800;;;;;;;;
8/27/14;8,1800;213,7200;;;;;;;;
8/26/14;8,3600;149,0400;;;;;;;;
8/25/14;8,3800;147,7900;;;;;;;;
8/22/14;8,0900;139,5200;;;;;;;;
8/21/14;8,0100;172,1000;;;;;;;;
8/20/14;8,2000;148,2500;;;;;;;;
8/19/14;8,3600;128,9500;;;;;;;;
8/18/14;7,8900;131,1000;;;;;;;;
8/15/14;7,4300;153,5900;;;;;;;;
8/14/14;7,4800;140,9000;;;;;;;;
8/13/14;7,8200;146,3200;;;;;;;;
8/12/14;8,1200;120,3500;;;;;;;;
8/11/14;8,2400;74,4500;;;;;;;;
8/8/14;7,4600;69,7500;;;;;;;;
8/7/14;7,3300;58,0000;;;;;;;;
8/6/14;7,3900;71,8000;;;;;;;;
8/5/14;7,2400;48,4500;;;;;;;;
8/4/14;7,2600;49,1500;;;;;;;;
8/1/14;7,4600;53,2000;;;;;;;;
7/31/14;8,1000;89,8000;;;;;;;;
7/30/14;8,6400;95,2500;;;;;;;;
7/29/14;8,7700;33,9000;;;;;;;;
7/28/14;8,9600;70,5000;;;;;;;;
7/25/14;8,3900;66,0500;;;;;;;;
7/24/14;8,0500;81,6500;;;;;;;;
7/23/14;8,2300;53,2700;;;;;;;;
7/22/14;8,4100;72,3000;;;;;;;;
7/21/14;8,6000;91,0500;;;;;;;;
7/18/14;8,4100;76,5800;;;;;;;;
7/17/14;8,1200;94,3800;;;;;;;;
7/16/14;8,2000;72,4000;;;;;;;;
7/15/14;8,5000;91,3500;;;;;;;;
7/14/14;8,3600;74,6400;;;;;;;;
7/11/14;8,3500;74,2500;;;;;;;;
7/10/14;7,9400;112,3700;;;;;;;;
7/9/14;6,8700;117,2000;;;;;;;;
7/8/14;7,4700;93,8000;;;;;;;;
7/7/14;7,7300;128,3200;;;;;;;;
7/4/14;7,2400;147,5900;;;;;;;;
7/3/14;7,3600;123,9300;;;;;;;;
7/2/14;7,9600;108,9000;;;;;;;;
7/1/14;8,1700;146,5500;;;;;;;;
6/30/14;8,6300;56,5500;;;;;;;;
6/27/14;8,4000;74,6400;;;;;;;;
6/26/14;8,4500;42,8000;;;;;;;;
6/25/14;8,4700;44,6900;;;;;;;;
6/24/14;8,2000;69,4700;;;;;;;;
6/23/14;8,2100;42,9500;;;;;;;;
6/20/14;8,2900;61,5700;;;;;;;;
6/19/14;8,2100;50,2200;;;;;;;;
6/18/14;8,3400;39,7800;;;;;;;;
6/17/14;8,3800;49,4700;;;;;;;;
6/16/14;8,4000;67,3400;;;;;;;;
6/11/14;8,3500;52,2800;;;;;;;;
6/10/14;8,3500;52,4400;;;;;;;;
6/9/14;8,4100;39,3000;;;;;;;;
6/6/14;7,9600;66,5000;;;;;;;;
6/5/14;7,8200;38,8900;;;;;;;;
6/4/14;7,5600;95,8700;;;;;;;;
6/3/14;7,3500;114,7200;;;;;;;;
6/2/14;7,6800;148,6400;;;;;;;;
5/30/14;8,1900;125,2700;;;;;;;;
5/29/14;8,2700;85,2000;;;;;;;;
5/28/14;8,0800;132,9900;;;;;;;;
5/27/14;7,9400;135,9800;;;;;;;;
5/26/14;8,1100;140,2500;;;;;;;;
5/23/14;7,5500;150,2700;;;;;;;;
5/22/14;8,2500;52,6900;;;;;;;;
5/21/14;8,3000;28,6400;;;;;;;;
5/20/14;8,4600;63,2000;;;;;;;;
5/19/14;8,4200;65,0500;;;;;;;;
5/16/14;8,3600;63,9500;;;;;;;;
5/15/14;8,2700;52,3800;;;;;;;;
5/14/14;8,2000;75,6700;;;;;;;;
5/13/14;8,2400;82,0500;;;;;;;;
5/12/14;8,3200;98,3000;;;;;;;;
5/8/14;7,0300;86,3500;;;;;;;;
5/7/14;7,9800;53,6700;;;;;;;;
5/6/14;8,4600;71,8400;;;;;;;;
5/5/14;8,4700;78,8900;;;;;;;;
4/30/14;8,6900;95,6800;;;;;;;;
4/29/14;8,5500;78,4600;;;;;;;;
4/28/14;8,4800;78,3700;;;;;;;;
4/25/14;8,0900;86,5200;;;;;;;;
4/24/14;7,8400;101,0000;;;;;;;;
4/23/14;7,8800;64,6400;;;;;;;;
4/22/14;7,8500;75,8900;;;;;;;;
4/21/14;7,9000;63,9800;;;;;;;;
4/18/14;7,8400;82,7100;;;;;;;;
4/17/14;7,8000;85,4100;;;;;;;;
4/16/14;7,7600;49,9700;;;;;;;;
4/15/14;7,7800;86,5400;;;;;;;;
4/14/14;7,7600;59,9900;;;;;;;;
4/11/14;7,5800;77,6300;;;;;;;;
4/10/14;7,3400;68,0100;;;;;;;;
4/9/14;6,5000;51,2000;;;;;;;;
4/8/14;7,6400;105,8800;;;;;;;;
4/7/14;7,6700;121,2100;;;;;;;;
4/4/14;7,6600;109,1300;;;;;;;;
4/3/14;7,7600;86,1600;;;;;;;;
4/2/14;7,7500;96,8300;;;;;;;;
4/1/14;7,9500;77,3100;;;;;;;;
3/31/14;8,1500;53,5600;;;;;;;;
3/28/14;8,0400;88,1800;;;;;;;;
3/27/14;8,0000;61,9500;;;;;;;;
3/26/14;7,9700;68,2800;;;;;;;;
3/25/14;8,0300;47,6900;;;;;;;;
3/24/14;7,8400;121,2200;;;;;;;;
3/21/14;7,9200;33,2800;;;;;;;;
3/20/14;7,9400;64,0400;;;;;;;;
3/19/14;7,8400;68,7100;;;;;;;;
3/18/14;7,7700;91,9600;;;;;;;;
3/17/14;7,6000;102,8400;;;;;;;;
3/14/14;7,5300;134,6000;;;;;;;;
3/13/14;7,9300;52,6900;;;;;;;;
3/12/14;7,9500;64,3700;;;;;;;;
3/11/14;7,9400;46,3000;;;;;;;;
3/7/14;7,6400;49,6000;;;;;;;;
3/6/14;7,6800;62,8300;;;;;;;;
3/5/14;7,7000;70,4600;;;;;;;;
3/4/14;7,7000;59,8900;;;;;;;;
3/3/14;7,4400;57,6300;;;;;;;;
2/28/14;6,3200;81,2000;;;;;;;;
2/27/14;6,2300;55,7800;;;;;;;;
2/26/14;6,2900;68,1000;;;;;;;;
2/25/14;6,3800;45,2200;;;;;;;;
2/24/14;5,9900;59,3300;;;;;;;;
2/21/14;6,2500;44,5800;;;;;;;;
2/20/14;6,0200;48,6500;;;;;;;;
2/19/14;6,0000;73,3300;;;;;;;;
2/18/14;6,0700;49,5500;;;;;;;;
2/17/14;6,1400;59,9600;;;;;;;;
2/14/14;5,8300;44,0000;;;;;;;;
2/13/14;5,5600;47,1000;;;;;;;;
2/12/14;5,8700;74,1700;;;;;;;;
2/11/14;6,0700;60,4200;;;;;;;;
2/10/14;5,5000;77,4000;;;;;;;;
2/7/14;4,8700;135,3800;;;;;;;;
2/6/14;5,5600;111,7300;;;;;;;;
2/5/14;5,8300;87,3600;;;;;;;;
2/4/14;6,2200;80,0800;;;;;;;;
2/3/14;6,2700;97,4700;;;;;;;;
1/31/14;6,2900;105,3000;;;;;;;;
1/30/14;6,3300;62,0300;;;;;;;;
1/29/14;6,2700;117,4900;;;;;;;;
1/28/14;6,2300;100,7000;;;;;;;;
1/27/14;6,2900;82,7400;;;;;;;;
1/24/14;6,1000;99,1300;;;;;;;;
1/23/14;6,1900;70,5900;;;;;;;;
1/22/14;6,3200;63,9000;;;;;;;;
1/21/14;6,1800;77,3700;;;;;;;;
1/20/14;6,0300;66,2600;;;;;;;;
1/17/14;5,9400;57,3000;;;;;;;;
1/16/14;5,6800;55,8000;;;;;;;;
1/15/14;5,6000;92,5500;;;;;;;;
1/14/14;5,6900;96,9500;;;;;;;;
1/13/14;6,3100;73,2100;;;;;;;;
1/10/14;5,8400;72,9400;;;;;;;;
1/9/14;5,5100;105,4500;;;;;;;;
12/30/13;6,2400;35,8000;;;;;;;;
12/27/13;6,5000;78,3600;;;;;;;;
12/26/13;6,5800;102,5100;;;;;;;;
12/25/13;6,4800;122,8200;;;;;;;;
12/24/13;6,3900;91,8400;;;;;;;;
12/23/13;6,5500;55,6000;;;;;;;;
12/20/13;6,6000;38,4700;;;;;;;;
12/19/13;6,5100;56,8600;;;;;;;;
12/18/13;6,5200;64,8500;;;;;;;;
12/17/13;6,4900;46,4000;;;;;;;;
12/16/13;6,5200;39,9000;;;;;;;;
12/13/13;6,3600;87,4200;;;;;;;;
12/12/13;6,3100;61,4300;;;;;;;;
12/11/13;6,4700;42,8500;;;;;;;;
12/10/13;6,4900;38,0500;;;;;;;;
12/9/13;6,2800;63,6600;;;;;;;;
12/6/13;6,3800;96,4500;;;;;;;;
12/5/13;6,4300;64,8500;;;;;;;;
12/4/13;6,0500;112,5100;;;;;;;;
12/3/13;6,4200;97,9700;;;;;;;;
12/2/13;6,4500;76,6900;;;;;;;;
11/29/13;6,5100;71,7200;;;;;;;;
11/28/13;6,5000;121,8000;;;;;;;;
11/27/13;6,3600;54,7800;;;;;;;;
11/26/13;6,4700;51,6300;;;;;;;;
11/25/13;6,4100;37,7100;;;;;;;;
11/22/13;6,2500;72,5200;;;;;;;;
