KASE_BMC 2013-01-03 - 2026-01-29;;;;
Дата;KASE_BMC;;;
07.09.21;102,8214;;;
08.09.21;102,7721;;;
09.09.21;102,7919;;;
10.09.21;102,7851;;;
13.09.21;102,7746;;;
14.09.21;102,6148;;;
15.09.21;102,7471;;;
16.09.21;102,7179;;;
17.09.21;102,7273;;;
20.09.21;102,7511;;;
21.09.21;102,7169;;;
22.09.21;102,7296;;;
23.09.21;102,7184;;;
24.09.21;102,7636;;;
27.09.21;102,8125;;;
28.09.21;102,8128;;;
29.09.21;102,8023;;;
30.09.21;102,825;;;
01.10.21;102,8257;;;
04.10.21;102,8281;;;
05.10.21;102,8408;;;
06.10.21;102,8274;;;
07.10.21;102,9857;;;
08.10.21;102,8308;;;
11.10.21;102,8079;;;
12.10.21;103,0123;;;
13.10.21;102,8085;;;
14.10.21;102,8102;;;
15.10.21;102,7989;;;
18.10.21;102,7602;;;
19.10.21;102,837;;;
20.10.21;103,0743;;;
21.10.21;102,6797;;;
22.10.21;102,7738;;;
25.10.21;103,0434;;;
26.10.21;102,9062;;;
27.10.21;102,8203;;;
28.10.21;102,8424;;;
29.10.21;102,8381;;;
01.11.21;102,877;;;
02.11.21;102,8449;;;
03.11.21;102,9168;;;
04.11.21;102,9065;;;
05.11.21;102,8784;;;
08.11.21;102,8237;;;
09.11.21;102,8569;;;
10.11.21;102,8578;;;
11.11.21;102,8498;;;
12.11.21;102,8507;;;
15.11.21;103,2309;;;
16.11.21;102,9121;;;
17.11.21;103,0891;;;
18.11.21;102,7203;;;
19.11.21;102,8686;;;
22.11.21;102,8321;;;
23.11.21;103,006;;;
24.11.21;102,9315;;;
25.11.21;103,0096;;;
26.11.21;102,8697;;;
29.11.21;102,8738;;;
30.11.21;103,0781;;;
02.12.21;102,9038;;;
03.12.21;102,9178;;;
06.12.21;102,9613;;;
07.12.21;102,9986;;;
08.12.21;102,9884;;;
09.12.21;103,0495;;;
10.12.21;102,9366;;;
13.12.21;102,9738;;;
14.12.21;102,8925;;;
15.12.21;102,976;;;
20.12.21;102,8802;;;
21.12.21;102,6553;;;
22.12.21;102,4788;;;
23.12.21;102,4307;;;
24.12.21;102,3373;;;
27.12.21;102,3465;;;
28.12.21;102,4625;;;
29.12.21;102,3407;;;
30.12.21;102,4461;;;
31.12.21;102,4047;;;
05.01.22;102,3846;;;
11.01.22;102,577;;;
12.01.22;102,6973;;;
13.01.22;102,7201;;;
14.01.22;102,8699;;;
17.01.22;102,8944;;;
18.01.22;102,79;;;
19.01.22;102,8109;;;
20.01.22;102,71;;;
21.01.22;102,6322;;;
24.01.22;102,7812;;;
25.01.22;102,6534;;;
26.01.22;102,6946;;;
27.01.22;102,6856;;;
28.01.22;102,7421;;;
31.01.22;102,9559;;;
01.02.22;102,863;;;
02.02.22;102,6955;;;
03.02.22;102,691;;;
04.02.22;102,6961;;;
07.02.22;102,8077;;;
08.02.22;102,8004;;;
09.02.22;102,8069;;;
10.02.22;102,763;;;
11.02.22;102,8334;;;
14.02.22;102,6004;;;
15.02.22;102,6228;;;
16.02.22;102,8111;;;
17.02.22;102,826;;;
18.02.22;102,6981;;;
21.02.22;102,8381;;;
22.02.22;102,6317;;;
23.02.22;102,7437;;;
24.02.22;102,2409;;;
25.02.22;102,4494;;;
28.02.22;102,2975;;;
01.03.22;102,3029;;;
02.03.22;101,91;;;
03.03.22;102,0645;;;
04.03.22;101,7371;;;
05.03.22;101,985;;;
09.03.22;102,0711;;;
10.03.22;102,0417;;;
11.03.22;102,0888;;;
14.03.22;102,2322;;;
15.03.22;102,0434;;;
16.03.22;102,055;;;
17.03.22;102,0925;;;
18.03.22;101,9015;;;
24.03.22;101,9071;;;
25.03.22;102,1555;;;
28.03.22;102,1198;;;
29.03.22;102,2046;;;
30.03.22;102,213;;;
31.03.22;102,3764;;;
01.04.22;102,0244;;;
04.04.22;101,958;;;
05.04.22;102,1859;;;
06.04.22;102,1238;;;
07.04.22;101,9408;;;
08.04.22;102,1101;;;
11.04.22;102,0417;;;
12.04.22;101,9693;;;
13.04.22;102,0691;;;
14.04.22;101,9996;;;
15.04.22;102,0264;;;
18.04.22;101,9056;;;
19.04.22;101,9807;;;
20.04.22;101,792;;;
21.04.22;101,9928;;;
22.04.22;101,7951;;;
25.04.22;101,8369;;;
26.04.22;102,1711;;;
27.04.22;102,1164;;;
28.04.22;101,8031;;;
29.04.22;101,9421;;;
03.05.22;101,7653;;;
04.05.22;101,2027;;;
05.05.22;101,7743;;;
06.05.22;101,1036;;;
11.05.22;101,7349;;;
12.05.22;101,831;;;
13.05.22;101,6797;;;
16.05.22;101,9242;;;
17.05.22;101,6792;;;
18.05.22;101,8196;;;
19.05.22;101,6869;;;
20.05.22;101,8022;;;
23.05.22;101,9061;;;
24.05.22;101,8028;;;
25.05.22;101,8138;;;
26.05.22;101,7747;;;
27.05.22;101,7139;;;
30.05.22;101,7713;;;
31.05.22;101,7301;;;
01.06.22;101,56;;;
02.06.22;101,5567;;;
03.06.22;101,4804;;;
06.06.22;101,5875;;;
07.06.22;101,5984;;;
08.06.22;101,5083;;;
09.06.22;101,5754;;;
10.06.22;101,3087;;;
13.06.22;101,5703;;;
14.06.22;100,9568;;;
15.06.22;101,0574;;;
16.06.22;101,129;;;
17.06.22;101,0241;;;
20.06.22;100,9944;;;
21.06.22;100,4952;;;
22.06.22;100,8933;;;
23.06.22;100,8255;;;
24.06.22;100,6634;;;
27.06.22;100,7083;;;
28.06.22;100,7816;;;
29.06.22;100,7969;;;
30.06.22;100,783;;;
01.07.22;100,7391;;;
04.07.22;100,7831;;;
05.07.22;100,75;;;
07.07.22;100,7776;;;
08.07.22;100,7501;;;
11.07.22;100,7611;;;
12.07.22;100,7982;;;
13.07.22;100,7945;;;
14.07.22;100,809;;;
15.07.22;100,9076;;;
18.07.22;100,8524;;;
19.07.22;100,4779;;;
20.07.22;100,6215;;;
21.07.22;100,6599;;;
22.07.22;100,7024;;;
25.07.22;100,8589;;;
26.07.22;100,8826;;;
27.07.22;100,8837;;;
28.07.22;100,892;;;
29.07.22;100,891;;;
01.08.22;100,9584;;;
02.08.22;100,9462;;;
03.08.22;100,8422;;;
04.08.22;100,8511;;;
05.08.22;100,7631;;;
08.08.22;100,8896;;;
09.08.22;100,9115;;;
10.08.22;100,8896;;;
11.08.22;100,8887;;;
12.08.22;100,9784;;;
15.08.22;100,9034;;;
16.08.22;100,8683;;;
17.08.22;100,8511;;;
18.08.22;100,8556;;;
19.08.22;100,8877;;;
22.08.22;100,9559;;;
23.08.22;100,9294;;;
24.08.22;100,9388;;;
25.08.22;100,9202;;;
26.08.22;100,9401;;;
27.08.22;100,9845;;;
31.08.22;100,9799;;;
01.09.22;100,9309;;;
02.09.22;100,9925;;;
05.09.22;100,945;;;
06.09.22;100,9665;;;
07.09.22;100,9585;;;
08.09.22;100,9536;;;
09.09.22;100,9836;;;
12.09.22;101,1097;;;
13.09.22;100,7191;;;
14.09.22;100,9552;;;
15.09.22;101,0152;;;
16.09.22;101,1021;;;
19.09.22;101,0105;;;
20.09.22;100,7938;;;
21.09.22;101,1744;;;
22.09.22;100,877;;;
23.09.22;100,7752;;;
26.09.22;100,9705;;;
27.09.22;100,7589;;;
28.09.22;100,7707;;;
29.09.22;100,9658;;;
30.09.22;100,8603;;;
03.10.22;100,6479;;;
04.10.22;100,6989;;;
05.10.22;100,7201;;;
06.10.22;100,8167;;;
07.10.22;100,8652;;;
10.10.22;100,653;;;
11.10.22;100,8731;;;
12.10.22;100,621;;;
13.10.22;100,5759;;;
14.10.22;100,8236;;;
17.10.22;100,8852;;;
18.10.22;100,911;;;
19.10.22;100,8676;;;
20.10.22;100,8912;;;
21.10.22;100,4839;;;
22.10.22;100,7994;;;
26.10.22;100,7103;;;
27.10.22;100,5461;;;
28.10.22;100,6784;;;
31.10.22;100,6245;;;
01.11.22;100,645;;;
02.11.22;100,6334;;;
03.11.22;99,9479;;;
04.11.22;100,191;;;
07.11.22;100,2135;;;
08.11.22;99,9855;;;
09.11.22;99,9371;;;
10.11.22;100,2382;;;
11.11.22;100,1861;;;
14.11.22;100,1637;;;
15.11.22;100,1336;;;
16.11.22;99,8901;;;
17.11.22;100,1381;;;
18.11.22;100,0444;;;
21.11.22;100,1236;;;
22.11.22;100,0691;;;
23.11.22;100,0246;;;
24.11.22;100,0593;;;
25.11.22;99,7918;;;
28.11.22;100,237;;;
29.11.22;100,3479;;;
30.11.22;100,5047;;;
01.12.22;100,3455;;;
02.12.22;100,3462;;;
05.12.22;100,2781;;;
06.12.22;100,1432;;;
07.12.22;100,0879;;;
08.12.22;100,16;;;
09.12.22;100,1073;;;
12.12.22;100,1105;;;
13.12.22;100,1217;;;
14.12.22;100,1076;;;
15.12.22;100,0145;;;
19.12.22;100,0254;;;
20.12.22;99,9633;;;
21.12.22;99,7644;;;
22.12.22;99,8954;;;
23.12.22;99,9597;;;
26.12.22;99,7534;;;
27.12.22;99,9064;;;
28.12.22;99,9257;;;
29.12.22;100,0414;;;
30.12.22;100,066;;;
04.01.23;100,0158;;;
05.01.23;99,9821;;;
06.01.23;100;;;
09.01.23;99,9651;;;
10.01.23;99,8936;;;
11.01.23;100,052;;;
12.01.23;99,8167;;;
13.01.23;100,0306;;;
16.01.23;99,9051;;;
17.01.23;99,9842;;;
18.01.23;99,9086;;;
19.01.23;99,9476;;;
20.01.23;99,8286;;;
23.01.23;99,6949;;;
24.01.23;99,7795;;;
25.01.23;99,7838;;;
26.01.23;99,7805;;;
27.01.23;99,7633;;;
30.01.23;99,9365;;;
31.01.23;100,0631;;;
01.02.23;99,7538;;;
02.02.23;99,894;;;
03.02.23;99,929;;;
06.02.23;99,9224;;;
07.02.23;99,8815;;;
08.02.23;99,8294;;;
09.02.23;99,588;;;
10.02.23;99,9261;;;
13.02.23;99,906;;;
14.02.23;99,9668;;;
15.02.23;99,666;;;
16.02.23;99,7341;;;
17.02.23;99,7484;;;
20.02.23;99,6873;;;
21.02.23;99,764;;;
22.02.23;99,7243;;;
23.02.23;99,7016;;;
24.02.23;99,6681;;;
27.02.23;98,9393;;;
28.02.23;98,9267;;;
01.03.23;98,6318;;;
02.03.23;98,4035;;;
03.03.23;98,5562;;;
06.03.23;98,5341;;;
07.03.23;98,479;;;
09.03.23;98,495;;;
10.03.23;98,5341;;;
13.03.23;98,5655;;;
14.03.23;98,5708;;;
15.03.23;98,5662;;;
16.03.23;98,658;;;
17.03.23;98,6805;;;
20.03.23;98,5844;;;
24.03.23;98,6645;;;
27.03.23;98,6647;;;
28.03.23;98,7531;;;
29.03.23;98,9142;;;
30.03.23;98,6636;;;
31.03.23;98,7866;;;
03.04.23;98,8629;;;
04.04.23;98,8251;;;
05.04.23;98,7265;;;
06.04.23;98,9185;;;
07.04.23;98,9783;;;
10.04.23;98,8463;;;
11.04.23;98,841;;;
12.04.23;98,8619;;;
13.04.23;98,7852;;;
14.04.23;98,8079;;;
17.04.23;98,8194;;;
18.04.23;98,7966;;;
19.04.23;98,8403;;;
20.04.23;98,8615;;;
21.04.23;98,8803;;;
24.04.23;98,8392;;;
25.04.23;98,9191;;;
26.04.23;98,8449;;;
27.04.23;98,912;;;
28.04.23;98,9719;;;
02.05.23;98,9977;;;
03.05.23;98,9703;;;
04.05.23;98,946;;;
05.05.23;98,946;;;
10.05.23;98,9063;;;
11.05.23;98,9136;;;
12.05.23;98,8942;;;
15.05.23;98,9989;;;
16.05.23;98,9284;;;
17.05.23;98,9068;;;
18.05.23;98,665;;;
19.05.23;98,875;;;
22.05.23;99,1603;;;
23.05.23;99,0673;;;
24.05.23;99,1761;;;
25.05.23;98,9149;;;
26.05.23;99,0273;;;
29.05.23;98,8141;;;
30.05.23;98,9958;;;
31.05.23;99,0296;;;
01.06.23;98,5417;;;
02.06.23;98,8574;;;
05.06.23;98,6737;;;
06.06.23;98,8762;;;
07.06.23;98,9868;;;
08.06.23;98,9379;;;
09.06.23;98,9195;;;
12.06.23;98,9281;;;
13.06.23;98,9443;;;
14.06.23;98,8155;;;
15.06.23;98,6961;;;
16.06.23;98,7475;;;
19.06.23;98,7382;;;
20.06.23;98,7267;;;
21.06.23;98,5791;;;
22.06.23;98,6438;;;
23.06.23;98,5334;;;
26.06.23;98,8176;;;
27.06.23;98,6826;;;
29.06.23;98,8877;;;
30.06.23;98,7447;;;
01.07.23;98,7737;;;
03.07.23;98,7178;;;
04.07.23;98,7202;;;
05.07.23;98,7192;;;
10.07.23;98,9085;;;
11.07.23;98,8076;;;
12.07.23;98,8007;;;
13.07.23;98,8321;;;
14.07.23;98,8269;;;
17.07.23;98,889;;;
18.07.23;98,791;;;
19.07.23;98,8942;;;
20.07.23;98,7879;;;
21.07.23;98,9168;;;
24.07.23;98,8672;;;
25.07.23;98,8725;;;
26.07.23;98,5396;;;
27.07.23;98,7463;;;
28.07.23;98,7635;;;
31.07.23;98,6532;;;
01.08.23;98,7615;;;
02.08.23;98,6468;;;
03.08.23;98,7263;;;
04.08.23;98,7646;;;
07.08.23;98,596;;;
08.08.23;98,949;;;
09.08.23;98,7909;;;
10.08.23;98,7891;;;
11.08.23;98,8781;;;
14.08.23;98,8764;;;
15.08.23;98,7436;;;
16.08.23;98,8507;;;
17.08.23;98,7268;;;
18.08.23;98,7973;;;
21.08.23;98,8611;;;
22.08.23;98,8541;;;
23.08.23;98,8312;;;
24.08.23;98,8045;;;
25.08.23;98,8259;;;
28.08.23;98,7692;;;
29.08.23;98,8071;;;
31.08.23;98,8914;;;
01.09.23;98,7682;;;
04.09.23;98,868;;;
05.09.23;98,7483;;;
06.09.23;98,7626;;;
07.09.23;98,9017;;;
08.09.23;98,8777;;;
11.09.23;98,7901;;;
12.09.23;98,9083;;;
13.09.23;98,8813;;;
14.09.23;98,7564;;;
15.09.23;98,7336;;;
18.09.23;98,8606;;;
19.09.23;98,7149;;;
20.09.23;98,8283;;;
21.09.23;98,9789;;;
22.09.23;98,6155;;;
25.09.23;98,715;;;
26.09.23;98,762;;;
27.09.23;98,7171;;;
28.09.23;98,6827;;;
29.09.23;98,7809;;;
02.10.23;98,696;;;
03.10.23;98,8575;;;
04.10.23;98,7272;;;
05.10.23;98,7737;;;
06.10.23;98,5153;;;
09.10.23;98,5925;;;
10.10.23;98,602;;;
11.10.23;98,4592;;;
12.10.23;98,5532;;;
13.10.23;98,5082;;;
16.10.23;98,4222;;;
17.10.23;98,5009;;;
18.10.23;98,4673;;;
19.10.23;98,7313;;;
20.10.23;98,6806;;;
23.10.23;98,8559;;;
24.10.23;98,7929;;;
26.10.23;98,797;;;
27.10.23;99,0078;;;
30.10.23;98,8577;;;
31.10.23;98,7171;;;
01.11.23;98,8567;;;
02.11.23;98,8164;;;
03.11.23;98,8537;;;
06.11.23;98,9475;;;
07.11.23;98,7835;;;
08.11.23;98,8269;;;
09.11.23;98,8692;;;
10.11.23;98,9559;;;
13.11.23;98,7029;;;
14.11.23;99,0112;;;
15.11.23;98,7791;;;
16.11.23;98,8331;;;
17.11.23;98,7974;;;
20.11.23;99,1577;;;
21.11.23;98,9411;;;
22.11.23;98,8039;;;
23.11.23;98,6938;;;
24.11.23;99,0582;;;
27.11.23;99,2415;;;
28.11.23;99,1962;;;
29.11.23;99,2072;;;
30.11.23;99,2074;;;
01.12.23;99,1656;;;
04.12.23;99,2118;;;
05.12.23;99,329;;;
06.12.23;99,2468;;;
07.12.23;99,1825;;;
08.12.23;99,1878;;;
11.12.23;99,0239;;;
12.12.23;99,3761;;;
13.12.23;99,4683;;;
14.12.23;99,4303;;;
15.12.23;99,4366;;;
19.12.23;99,5505;;;
20.12.23;99,5153;;;
21.12.23;99,5093;;;
22.12.23;99,4454;;;
25.12.23;99,5359;;;
26.12.23;99,5028;;;
27.12.23;99,4397;;;
28.12.23;99,6236;;;
29.12.23;99,5414;;;
03.01.24;99,5054;;;
04.01.24;99,5929;;;
05.01.24;99,5909;;;
08.01.24;99,6224;;;
09.01.24;99,5092;;;
10.01.24;99,5088;;;
11.01.24;99,5537;;;
12.01.24;99,5024;;;
15.01.24;99,6188;;;
16.01.24;99,4532;;;
17.01.24;99,573;;;
18.01.24;99,8345;;;
19.01.24;99,4842;;;
22.01.24;99,9548;;;
23.01.24;99,9314;;;
24.01.24;99,7821;;;
25.01.24;99,9573;;;
26.01.24;99,7211;;;
29.01.24;99,9246;;;
30.01.24;99,7493;;;
31.01.24;99,711;;;
01.02.24;99,5961;;;
02.02.24;99,8792;;;
05.02.24;99,8523;;;
06.02.24;100,0011;;;
07.02.24;99,8653;;;
08.02.24;99,827;;;
09.02.24;99,797;;;
12.02.24;100,1489;;;
13.02.24;100,0844;;;
14.02.24;100,028;;;
15.02.24;100,1615;;;
16.02.24;99,9966;;;
19.02.24;99,97;;;
20.02.24;100,0725;;;
21.02.24;100,0912;;;
22.02.24;99,9541;;;
23.02.24;99,9709;;;
26.02.24;100,1808;;;
27.02.24;100,0265;;;
28.02.24;100,1287;;;
29.02.24;100,1987;;;
01.03.24;100,0589;;;
04.03.24;100,2452;;;
05.03.24;100,3292;;;
06.03.24;100,1961;;;
07.03.24;100,19;;;
11.03.24;100,1713;;;
12.03.24;100,3707;;;
13.03.24;100,0253;;;
14.03.24;100,1071;;;
15.03.24;100,1624;;;
18.03.24;100,1728;;;
19.03.24;100,1892;;;
20.03.24;100,3403;;;
26.03.24;99,9654;;;
27.03.24;100,1053;;;
28.03.24;100,1998;;;
29.03.24;100,2723;;;
01.04.24;100,0402;;;
02.04.24;100,158;;;
03.04.24;100,1333;;;
04.04.24;100,4496;;;
05.04.24;100,2103;;;
08.04.24;100,1911;;;
09.04.24;100,1826;;;
10.04.24;100,232;;;
11.04.24;100,2357;;;
12.04.24;100,3232;;;
15.04.24;100,119;;;
16.04.24;100,1797;;;
17.04.24;100,3493;;;
18.04.24;100,4602;;;
19.04.24;100,3261;;;
22.04.24;100,3335;;;
23.04.24;100,3708;;;
24.04.24;100,2622;;;
25.04.24;100,3159;;;
26.04.24;100,4239;;;
29.04.24;100,3071;;;
30.04.24;100,5975;;;
02.05.24;100,4201;;;
03.05.24;100,2807;;;
04.05.24;100,163;;;
06.05.24;100,4627;;;
10.05.24;100,3102;;;
13.05.24;100,4601;;;
14.05.24;100,4597;;;
15.05.24;100,3192;;;
16.05.24;100,3328;;;
17.05.24;100,4652;;;
20.05.24;100,5793;;;
21.05.24;100,5594;;;
22.05.24;100,6473;;;
23.05.24;100,594;;;
24.05.24;100,4144;;;
27.05.24;100,6077;;;
28.05.24;100,5016;;;
29.05.24;100,7473;;;
30.05.24;100,9061;;;
31.05.24;100,8652;;;
03.06.24;100,5716;;;
04.06.24;100,8929;;;
05.06.24;100,6932;;;
06.06.24;100,6114;;;
07.06.24;100,5471;;;
10.06.24;100,8596;;;
11.06.24;100,6649;;;
12.06.24;100,7154;;;
13.06.24;100,4491;;;
14.06.24;100,6305;;;
17.06.24;100,6489;;;
18.06.24;100,6607;;;
19.06.24;100,5656;;;
20.06.24;100,7014;;;
21.06.24;100,5267;;;
24.06.24;100,4432;;;
25.06.24;100,5171;;;
26.06.24;100,5365;;;
27.06.24;100,673;;;
28.06.24;100,7845;;;
01.07.24;100,6216;;;
02.07.24;100,3999;;;
03.07.24;100,6041;;;
04.07.24;100,6058;;;
05.07.24;100,4935;;;
09.07.24;100,7214;;;
10.07.24;100,5492;;;
11.07.24;100,3944;;;
12.07.24;100,5764;;;
15.07.24;100,6554;;;
16.07.24;100,8818;;;
17.07.24;100,6548;;;
18.07.24;100,6121;;;
19.07.24;100,6932;;;
22.07.24;100,7103;;;
23.07.24;100,7525;;;
24.07.24;100,5825;;;
25.07.24;100,5635;;;
26.07.24;100,8725;;;
29.07.24;100,8791;;;
30.07.24;100,7938;;;
31.07.24;100,936;;;
01.08.24;100,8904;;;
02.08.24;101,5088;;;
05.08.24;100,8355;;;
06.08.24;101,0566;;;
07.08.24;100,8021;;;
08.08.24;100,9553;;;
09.08.24;100,9172;;;
12.08.24;101,0594;;;
13.08.24;100,9523;;;
14.08.24;100,986;;;
15.08.24;100,9631;;;
16.08.24;100,9575;;;
19.08.24;101,182;;;
20.08.24;101,0845;;;
21.08.24;101,0418;;;
22.08.24;100,9844;;;
23.08.24;101,0943;;;
26.08.24;99,7825;;;
27.08.24;100,7625;;;
28.08.24;100,8634;;;
29.08.24;101,1183;;;
02.09.24;100,1117;;;
03.09.24;99,9522;;;
04.09.24;100,2889;;;
05.09.24;100,1799;;;
06.09.24;100,2103;;;
09.09.24;100,0628;;;
10.09.24;100,1822;;;
11.09.24;100,0696;;;
12.09.24;100,2469;;;
13.09.24;100,0469;;;
16.09.24;100,4027;;;
17.09.24;100,2788;;;
18.09.24;100,0573;;;
19.09.24;99,9249;;;
20.09.24;99,9622;;;
23.09.24;100,0931;;;
24.09.24;100,0854;;;
25.09.24;100,1453;;;
26.09.24;100,5104;;;
27.09.24;100,3898;;;
30.09.24;100,6999;;;
01.10.24;100,3523;;;
02.10.24;100,1395;;;
03.10.24;100,2988;;;
04.10.24;100,3295;;;
07.10.24;100,0566;;;
08.10.24;100,1493;;;
09.10.24;100,0755;;;
10.10.24;100,276;;;
11.10.24;100,182;;;
14.10.24;100,2214;;;
15.10.24;100,0302;;;
16.10.24;100,1402;;;
17.10.24;100,2093;;;
18.10.24;100,403;;;
21.10.24;100,157;;;
22.10.24;100,2525;;;
23.10.24;100,1581;;;
24.10.24;100,4589;;;
28.10.24;100,5811;;;
29.10.24;100,4622;;;
30.10.24;100,5342;;;
31.10.24;100,5787;;;
01.11.24;100,2071;;;
04.11.24;100,3261;;;
05.11.24;100,3786;;;
06.11.24;100,3435;;;
07.11.24;100,3765;;;
08.11.24;100,3895;;;
11.11.24;100,6116;;;
12.11.24;100,345;;;
13.11.24;100,272;;;
14.11.24;100,4727;;;
15.11.24;100,4639;;;
18.11.24;100,3478;;;
19.11.24;100,446;;;
20.11.24;100,442;;;
21.11.24;100,3209;;;
22.11.24;100,3437;;;
25.11.24;100,3786;;;
26.11.24;100,4071;;;
27.11.24;100,858;;;
28.11.24;101,4012;;;
29.11.24;100,9817;;;
02.12.24;99,4257;;;
03.12.24;99,3296;;;
04.12.24;99,4758;;;
05.12.24;99,5696;;;
06.12.24;99,511;;;
09.12.24;99,5181;;;
10.12.24;99,4818;;;
11.12.24;99,6444;;;
12.12.24;99,6455;;;
13.12.24;99,4675;;;
17.12.24;99,3854;;;
18.12.24;99,6121;;;
19.12.24;99,5729;;;
20.12.24;99,6267;;;
23.12.24;99,2595;;;
24.12.24;99,5793;;;
25.12.24;99,8058;;;
26.12.24;99,6465;;;
27.12.24;99,8258;;;
30.12.24;99,8469;;;
31.12.24;99,8359;;;
05.01.25;99,6266;;;
06.01.25;99,6633;;;
08.01.25;99,5964;;;
09.01.25;99,7884;;;
10.01.25;99,4687;;;
13.01.25;99,5837;;;
14.01.25;99,634;;;
15.01.25;99,6367;;;
16.01.25;99,6334;;;
17.01.25;99,7152;;;
20.01.25;99,6589;;;
21.01.25;99,6277;;;
22.01.25;99,5289;;;
23.01.25;99,3957;;;
24.01.25;99,6331;;;
27.01.25;99,3661;;;
28.01.25;99,6702;;;
29.01.25;99,8799;;;
30.01.25;99,9262;;;
31.01.25;99,9359;;;
03.02.25;99,5863;;;
04.02.25;99,4583;;;
05.02.25;99,5574;;;
06.02.25;99,5499;;;
07.02.25;99,5026;;;
10.02.25;99,4929;;;
11.02.25;99,4879;;;
12.02.25;99,0667;;;
13.02.25;99,5031;;;
14.02.25;99,4132;;;
17.02.25;99,3541;;;
18.02.25;99,2988;;;
19.02.25;99,5094;;;
20.02.25;99,4668;;;
21.02.25;99,4566;;;
24.02.25;99,9436;;;
25.02.25;99,8526;;;
26.02.25;99,9026;;;
27.02.25;99,9158;;;
28.02.25;99,644;;;
03.03.25;99,5594;;;
04.03.25;99,7566;;;
05.03.25;99,8012;;;
06.03.25;99,6602;;;
07.03.25;99,4367;;;
11.03.25;98,7912;;;
12.03.25;98,7543;;;
13.03.25;98,689;;;
14.03.25;98,7274;;;
17.03.25;98,602;;;
18.03.25;98,7717;;;
19.03.25;98,6097;;;
20.03.25;98,778;;;
26.03.25;98,9525;;;
27.03.25;98,8834;;;
28.03.25;98,9885;;;
31.03.25;99,1121;;;
01.04.25;98,742;;;
02.04.25;98,7745;;;
03.04.25;98,898;;;
04.04.25;98,8201;;;
07.04.25;98,8694;;;
08.04.25;98,7277;;;
09.04.25;98,6725;;;
10.04.25;98,8049;;;
11.04.25;98,7856;;;
14.04.25;98,8298;;;
15.04.25;98,5885;;;
16.04.25;98,6;;;
17.04.25;98,6113;;;
18.04.25;98,7003;;;
21.04.25;98,6381;;;
22.04.25;98,5892;;;
23.04.25;98,6951;;;
24.04.25;98,6732;;;
25.04.25;99,119;;;
28.04.25;98,9759;;;
29.04.25;99,0753;;;
30.04.25;99,2091;;;
02.05.25;98,7292;;;
05.05.25;98,7094;;;
06.05.25;98,7192;;;
08.05.25;98,7083;;;
12.05.25;98,5212;;;
13.05.25;98,7411;;;
14.05.25;98,7012;;;
15.05.25;98,7374;;;
16.05.25;98,5971;;;
19.05.25;98,8257;;;
20.05.25;98,7102;;;
21.05.25;98,7528;;;
22.05.25;98,7263;;;
23.05.25;98,8509;;;
26.05.25;99,239;;;
27.05.25;98,7202;;;
28.05.25;98,7421;;;
29.05.25;99,1486;;;
30.05.25;99,3089;;;
02.06.25;98,8372;;;
03.06.25;98,615;;;
04.06.25;98,6879;;;
05.06.25;98,5887;;;
09.06.25;98,6431;;;
10.06.25;98,6665;;;
11.06.25;98,6213;;;
12.06.25;98,6765;;;
13.06.25;98,7336;;;
16.06.25;98,6936;;;
17.06.25;98,5458;;;
18.06.25;98,5809;;;
19.06.25;98,2924;;;
20.06.25;98,3123;;;
23.06.25;98,2563;;;
24.06.25;98,437;;;
25.06.25;98,6378;;;
26.06.25;98,7049;;;
27.06.25;98,8805;;;
30.06.25;98,8298;;;
01.07.25;98,1823;;;
02.07.25;98,5229;;;
03.07.25;98,4189;;;
04.07.25;98,3825;;;
08.07.25;98,2397;;;
09.07.25;97,5141;;;
10.07.25;97,2402;;;
11.07.25;97,1586;;;
14.07.25;97,1853;;;
15.07.25;96,8405;;;
16.07.25;97,0047;;;
17.07.25;96,9044;;;
18.07.25;96,9751;;;
21.07.25;96,8132;;;
22.07.25;96,9795;;;
23.07.25;96,7782;;;
24.07.25;96,6012;;;
25.07.25;96,5938;;;
28.07.25;97,0978;;;
29.07.25;97,3736;;;
30.07.25;97,4011;;;
31.07.25;97,3343;;;
01.08.25;97,2681;;;
04.08.25;97,0259;;;
05.08.25;96,9757;;;
06.08.25;96,6879;;;
07.08.25;96,8451;;;
08.08.25;96,6225;;;
11.08.25;96,9685;;;
12.08.25;96,5817;;;
13.08.25;96,7925;;;
14.08.25;96,6078;;;
15.08.25;96,4402;;;
18.08.25;96,5382;;;
19.08.25;96,6784;;;
20.08.25;96,3927;;;
21.08.25;96,6048;;;
22.08.25;96,6966;;;
25.08.25;97,028;;;
26.08.25;96,878;;;
27.08.25;96,9878;;;
28.08.25;96,8713;;;
29.08.25;96,9234;;;
02.09.25;96,6298;;;
03.09.25;96,884;;;
04.09.25;96,7098;;;
05.09.25;96,9156;;;
08.09.25;96,9857;;;
09.09.25;96,9046;;;
10.09.25;96,9663;;;
11.09.25;97,0979;;;
12.09.25;97,0303;;;
15.09.25;96,7246;;;
16.09.25;96,7831;;;
17.09.25;96,7686;;;
18.09.25;96,5735;;;
19.09.25;96,3374;;;
22.09.25;96,6734;;;
23.09.25;96,5681;;;
24.09.25;96,3796;;;
25.09.25;96,5474;;;
26.09.25;96,7525;;;
29.09.25;96,7022;;;
30.09.25;96,7811;;;
01.10.25;96,6296;;;
02.10.25;96,6693;;;
