,loans_kz_total,loans_kz_biz_total,loans_kz_biz_kzt,loans_kz_biz_foreign,loans_kz_biz_small,loans_kz_biz_medium,loans_kz_biz_large,loans_kz_ind_total,loans_kz_ind_kzt,loans_kz_ind_foreign,loans_kz_ind_mortgage,loans_kz_ind_consumer,loans_kz_ind_others,cpi_kz_eoy_alcohol_tobacco,cpi_kz_eoy_soft_drinks,cpi_kz_eoy_housing_utilities,cpi_kz_eoy_health,cpi_kz_eoy_non_food_total,cpi_kz_eoy_education,cpi_kz_eoy_clothing_footwear,cpi_kz_eoy_recreation,cpi_kz_eoy_services_total,cpi_kz_eoy_household_items,cpi_kz_eoy_food_total,cpi_kz_eoy_food_only,cpi_kz_eoy_miscellaneous,cpi_kz_eoy_hotels_restaurants,cpi_kz_eoy_communication,cpi_kz_eoy_all,cpi_kz_eoy_transport,bond_kz_govt_cp_short_u1y,bond_kz_govt_cp_mid_1-5y,bond_kz_govt_cp_long_o5y,bond_kz_govt_cp_total,KASE_BMC,macro_kz_gdp_per_capita_usd,macro_kz_gdp_per_capita_kzt,macro_kz_gdp_per_capita_real_growth_pct,macro_kz_usd_kzt_avg,macro_kz_base_rate,macro_ru_key_rate,macro_ru_inflation_yoy,macro_ru_cpi_all_yoy,macro_ru_cpi_food_yoy,macro_ru_cpi_food_excl_alc_yoy,macro_ru_cpi_nonfood_yoy,macro_ru_cpi_services_yoy,bond_ru_ofz_yield_3m,bond_ru_ofz_yield_6m,bond_ru_ofz_yield_9m,bond_ru_ofz_yield_1y,bond_ru_ofz_yield_2y,bond_ru_ofz_yield_3y,bond_ru_ofz_yield_5y,bond_ru_ofz_yield_7y,bond_ru_ofz_yield_10y,bond_ru_ofz_yield_15y,bond_ru_ofz_yield_20y,macro_ru_labor_force,macro_ru_labor_employed,macro_ru_labor_unemployed,macro_ru_labor_participation_rate,macro_ru_labor_employment_rate,macro_ru_labor_unemployment_rate,macro_ru_ruonia_rate,macro_ru_ruonia_vol,bond_ru_corp_price_close,bond_ru_corp_yield,bond_ru_corp_duration,brent_price
2022-02-28,0.0012241806192001548,0.0016466238844472514,0.000650090077082055,0.004478360887389954,0.0010919878885431444,0.0013698843409120087,0.00220048857923949,0.0007829160230983234,0.0007787620110377702,0.0031287422998449443,0.0008890694942582655,0.0007055472543022745,0.0009621116748999015,1.4210854715202004e-14,123.7641095890411,0.0,0.0,117.76328767123287,113.72136986301369,116.59890410958904,-1.4210854715202004e-14,0.0,126.51342465753423,122.63041095890411,122.71917808219177,125.50986301369862,122.3827397260274,102.73917808219178,118.63150684931506,106.68794520547945,0.0,0.0,0.0,0.0,-0.1518999999999977,0.0,0.0,1.4210854715202004e-14,0.0,0.0,0.0,0.269285714285715,115.02,117.38088888888889,118.726,116.82444444444444,1.4210854715202004e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75182.53571428571,-12.821428571420256,0.28571428571422075,61.81071428571428,-0.01071428571428612,0.0,10.0,7.25,0.0,0.0,0.0,0.0
2022-03-01,0.0012241806192001548,0.001646623884450804,0.000650090077082055,0.004478360887389954,0.0010919878885449208,0.001369884340913785,0.00220048857923949,0.0007829160230983234,0.0007787620110342175,0.0031287422998467207,0.0008890694942600419,0.0007055472543022745,0.0009621116748999015,0.0,123.72383561643835,0.0,0.0,117.73506849315069,113.70794520547945,116.58164383561643,1.4210854715202004e-14,0.0,126.44986301369862,122.58438356164383,122.67123287671232,125.46520547945205,122.3358904109589,102.73123287671233,118.6027397260274,106.69808219178081,0.0,0.0,0.0,0.0,0.00539999999999452,1.8189894035458565e-12,0.0,-1.4210854715202004e-14,0.0,0.0,0.0,0.269285714285715,115.08,117.44711111111111,118.793,116.89555555555555,-1.4210854715202004e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75170.0,-12.821428571434808,0.28571428571422075,61.8,-0.01071428571428612,0.0,0.5100000000000016,-14.599999999999994,0.0,0.0,0.0,33.21000000000001
2022-03-02,8.153437486058124e-05,-0.00022769603998895604,0.0005116521835901722,-0.002308108108840301,-0.00048350669950636416,-0.0001939391259568879,-3.175131097243877e-05,0.00040528018448426906,0.00041032825175690846,-0.0024785071461916885,0.0007069694719987751,0.00014791045784434687,0.0012284667064399457,0.0,123.68356164383562,0.0,0.0,117.7068493150685,113.6945205479452,116.56438356164384,-1.4210854715202004e-14,0.0,126.386301369863,122.53835616438356,122.62328767123287,125.42054794520547,122.28904109589041,102.72328767123288,118.57397260273973,106.70821917808219,0.0,0.0,0.0,0.0,-0.39289999999999736,-1.8189894035458565e-12,0.0,1.4210854715202004e-14,0.0,0.0,0.0,0.036774193548385625,115.14,117.51333333333334,118.86,116.96666666666667,1.4210854715202004e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75183.06451612903,15.322580645166454,-2.2580645161292523,61.81290322580645,0.012903225806454088,-0.003225806451612634,0.5,-7.5,0.0,0.0,0.0,8.009999999999991
2022-03-03,8.153437485702852e-05,-0.00022769603998540333,0.0005116521835919485,-0.0023081081088420774,-0.00048350669950636416,-0.00019393912595866425,-3.175131097243877e-05,0.00040528018448426906,0.00041032825175690846,-0.002478507146189912,0.0007069694720005515,0.00014791045784612322,0.0012284667064381694,-1.4210854715202004e-14,123.64328767123287,0.0,1.4210854715202004e-14,117.6786301369863,113.68109589041096,116.54712328767123,1.4210854715202004e-14,0.0,126.3227397260274,122.49232876712328,122.57534246575342,125.3758904109589,122.24219178082191,102.71534246575342,118.54520547945205,106.71835616438355,0.0,0.0,0.0,0.0,0.15449999999999875,0.0,0.0,-1.4210854715202004e-14,-5.684341886080802e-14,0.0,0.0,0.03677419354838918,115.2,117.57955555555556,118.927,117.03777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75196.12903225806,15.322580645151902,-2.2580645161287975,61.8258064516129,0.012903225806446983,-0.003225806451613522,-0.7200000000000024,-10.5,0.0,0.0,0.0,-3.5799999999999983
2022-03-04,8.153437486058124e-05,-0.00022769603998895604,0.0005116521835901722,-0.002308108108840301,-0.00048350669950636416,-0.0001939391259568879,-3.175131097243877e-05,0.00040528018448782177,0.00041032825175335574,-0.0024785071461916885,0.0007069694719987751,0.00014791045784434687,0.0012284667064399457,1.4210854715202004e-14,123.60301369863014,0.0,-1.4210854715202004e-14,117.65041095890412,113.66767123287671,116.52986301369863,-1.4210854715202004e-14,0.0,126.25917808219177,122.44630136986301,122.52739726027397,125.33123287671232,122.19534246575341,102.70739726027398,118.51643835616439,106.72849315068493,0.0,0.0,0.0,0.0,-0.32739999999999725,1.8189894035458565e-12,0.0,1.4210854715202004e-14,5.684341886080802e-14,0.0,0.0,0.036774193548385625,115.26,117.64577777777778,118.994,117.10888888888888,-1.4210854715202004e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75209.19354838709,15.322580645166454,-2.2580645161292523,61.83870967741935,0.012903225806454088,-0.003225806451612634,0.3000000000000007,0.0,0.0,0.0,0.0,8.5
2022-03-05,8.153437486058124e-05,-0.00022769603998895604,0.0005116521835919485,-0.002308108108840301,-0.0004835066995045878,-0.00019393912595866425,-3.175131097243877e-05,0.00040528018448426906,0.00041032825175690846,-0.002478507146189912,0.0007069694719987751,0.00014791045784434687,0.0012284667064381694,0.0,123.56273972602739,0.0,0.0,117.62219178082192,113.65424657534247,116.51260273972602,1.4210854715202004e-14,0.0,126.19561643835615,122.40027397260273,122.47945205479452,125.28657534246575,122.14849315068493,102.69945205479452,118.4876712328767,106.7386301369863,0.0,0.0,0.0,0.0,0.24790000000000134,-1.8189894035458565e-12,0.0,-1.4210854715202004e-14,0.0,0.0,0.0,0.03677419354838918,115.32000000000001,117.712,119.061,117.17999999999999,1.4210854715202004e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75222.25806451614,15.322580645166454,-2.2580645161287975,61.851612903225806,0.012903225806454088,-0.003225806451612634,-0.14999999999999858,0.0,0.0,0.0,0.0,0.0
2022-03-06,8.153437486058124e-05,-0.00022769603998540333,0.0005116521835901722,-0.002308108108840301,-0.00048350669950636416,-0.0001939391259568879,-3.175131097243877e-05,0.00040528018448426906,0.00041032825175690846,-0.0024785071461916885,0.0007069694720005515,0.00014791045784612322,0.0012284667064399457,0.0,123.52246575342465,0.0,0.0,117.59397260273973,113.64082191780822,116.49534246575342,0.0,0.0,126.13205479452054,122.35424657534246,122.43150684931507,125.24191780821917,122.10164383561643,102.69150684931508,118.45890410958904,106.74876712328766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036774193548385625,115.38,117.77822222222223,119.128,117.2511111111111,-1.4210854715202004e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75235.32258064517,15.322580645151902,-2.2580645161292523,61.86451612903225,0.012903225806446983,-0.003225806451612634,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-07,8.153437485702852e-05,-0.00022769603998895604,0.0005116521835919485,-0.0023081081088420774,-0.00048350669950636416,-0.00019393912595866425,-3.175131097243877e-05,0.00040528018448426906,0.00041032825175690846,-0.0024785071461916885,0.0007069694719987751,0.00014791045784434687,0.0012284667064381694,0.0,123.4821917808219,0.0,0.0,117.56575342465754,113.62739726027397,116.47808219178081,-1.4210854715202004e-14,0.0,126.06849315068492,122.30821917808218,122.38356164383562,125.1972602739726,122.05479452054794,102.68356164383562,118.43013698630136,106.75890410958904,0.0,0.0,0.0,0.0,0.0,1.8189894035458565e-12,0.0,1.4210854715202004e-14,0.0,0.0,0.0,0.036774193548385625,115.44,117.84444444444445,119.19500000000001,117.32222222222222,1.4210854715202004e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75248.3870967742,15.322580645166454,-2.2580645161287975,61.87741935483871,0.012903225806454088,-0.003225806451613522,0.0,0.0,0.0,0.0,0.0,5.160000000000011
2022-03-08,8.153437486058124e-05,-0.00022769603998895604,0.0005116521835901722,-0.002308108108840301,-0.00048350669950636416,-0.0001939391259568879,-3.175131097243877e-05,0.00040528018448426906,0.00041032825175690846,-0.002478507146189912,0.0007069694719987751,0.00014791045784434687,0.0012284667064399457,-1.4210854715202004e-14,123.44191780821917,0.0,0.0,117.53753424657535,113.61397260273972,116.46082191780822,1.4210854715202004e-14,0.0,126.0049315068493,122.26219178082192,122.33561643835617,125.15260273972602,122.00794520547944,102.67561643835617,118.4013698630137,106.7690410958904,0.0,0.0,0.0,0.0,0.0,-1.8189894035458565e-12,0.0,-1.4210854715202004e-14,-5.684341886080802e-14,0.0,0.0,0.03677419354838918,115.5,117.91066666666667,119.262,117.39333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75261.45161290323,15.322580645166454,-2.2580645161292523,61.89032258064516,0.012903225806454088,-0.003225806451612634,0.0,0.0,0.0,0.0,0.0,4.159999999999997
2022-03-09,8.153437486058124e-05,-0.00022769603998540333,0.0005116521835901722,-0.002308108108840301,-0.00048350669950636416,-0.00019393912595866425,-3.175131097243877e-05,0.00040528018448782177,0.00041032825175335574,-0.0024785071461916885,0.0007069694720005515,0.00014791045784612322,0.0012284667064381694,1.4210854715202004e-14,123.40164383561644,0.0,0.0,117.50931506849315,113.60054794520548,116.44356164383561,-1.4210854715202004e-14,0.0,125.94136986301369,122.21616438356165,122.28767123287672,125.10794520547945,121.96109589041096,102.66767123287671,118.37260273972602,106.77917808219178,0.0,0.0,0.0,0.0,0.08610000000000184,0.0,0.0,1.4210854715202004e-14,5.684341886080802e-14,0.0,0.0,0.036774193548385625,115.56,117.9768888888889,119.32900000000001,117.46444444444444,-1.4210854715202004e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75274.51612903226,15.322580645151902,-2.2580645161287975,61.90322580645161,0.012903225806446983,-0.003225806451612634,-0.05000000000000071,0.0,0.0,0.0,0.0,-16.60000000000001
2022-03-10,8.153437485702852e-05,-0.00022769603998895604,0.0005116521835919485,-0.0023081081088420774,-0.00048350669950636416,-0.0001939391259568879,-3.175131097243877e-05,0.00040528018448426906,0.00041032825175690846,-0.0024785071461916885,0.0007069694719987751,0.00014791045784434687,0.0012284667064399457,0.0,123.36136986301369,0.0,0.0,117.48109589041096,113.58712328767123,116.42630136986301,1.4210854715202004e-14,0.0,125.87780821917808,122.17013698630137,122.23972602739725,125.06328767123287,121.91424657534246,102.65972602739726,118.34383561643835,106.78931506849314,-2.0599999999999454,2.9400000000000546,4.260000000000105,0.0,-0.02939999999999543,1.8189894035458565e-12,0.0,-1.4210854715202004e-14,0.0,0.0,0.0,0.036774193548385625,115.62,118.04311111111112,119.396,117.53555555555555,1.4210854715202004e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75287.58064516129,15.322580645166454,-2.2580645161292523,61.91612903225806,0.012903225806454088,-0.003225806451613522,0.8200000000000003,18.599999999999994,0.0,0.0,0.0,-2.039999999999992
2022-03-11,8.153437486058124e-05,-0.00022769603998895604,0.0005116521835901722,-0.002308108108840301,-0.0004835066995045878,-0.00019393912595866425,-3.175131097243877e-05,0.00040528018448426906,0.00041032825175690846,-0.002478507146189912,0.0007069694719987751,0.00014791045784434687,0.0012284667064381694,0.0,123.32109589041096,0.0,0.0,117.45287671232877,113.57369863013699,116.4090410958904,-1.4210854715202004e-14,0.0,125.81424657534245,122.1241095890411,122.1917808219178,125.0186301369863,121.86739726027396,102.65178082191781,118.31506849315068,106.79945205479451,-1.2800000000000864,4.289999999999964,8.42999999999995,0.0,0.047100000000000364,-1.8189894035458565e-12,0.0,1.4210854715202004e-14,0.0,0.0,0.0,0.03677419354838918,115.68,118.10933333333334,119.46300000000001,117.60666666666667,-1.4210854715202004e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75300.64516129032,15.322580645151902,-2.2580645161287975,61.92903225806452,0.012903225806454088,-0.003225806451612634,-0.6900000000000013,29.900000000000006,0.0,0.0,0.0,3.569999999999993
2022-03-12,8.153437486058124e-05,-0.00022769603998540333,0.0005116521835919485,-0.002308108108840301,-0.00048350669950636416,-0.0001939391259568879,-3.175131097243877e-05,0.00040528018448426906,0.00041032825175690846,-0.0024785071461916885,0.0007069694720005515,0.00014791045784612322,0.0012284667064399457,-1.4210854715202004e-14,123.28082191780821,0.0,0.0,117.42465753424658,113.56027397260274,116.3917808219178,1.4210854715202004e-14,0.0,125.75068493150684,122.07808219178082,122.14383561643835,124.97397260273972,121.82054794520548,102.64383561643835,118.28630136986301,106.80958904109589,0.0,0.0,0.0,0.0,0.0,1.8189894035458565e-12,0.0,-1.4210854715202004e-14,0.0,0.0,0.0,0.036774193548385625,115.74,118.17555555555556,119.53,117.67777777777778,1.4210854715202004e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75313.70967741935,15.322580645166454,-2.2580645161292523,61.941935483870964,0.012903225806446983,-0.003225806451612634,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-13,8.153437486058124e-05,-0.00022769603998895604,0.0005116521835901722,-0.002308108108840301,-0.00048350669950636416,-0.00019393912595866425,-3.175131097243877e-05,0.00040528018448426906,0.00041032825175690846,-0.002478507146189912,0.0007069694719987751,0.00014791045784434687,0.0012284667064381694,1.4210854715202004e-14,123.24054794520548,0.0,1.4210854715202004e-14,117.39643835616438,113.54684931506848,116.3745205479452,-1.4210854715202004e-14,0.0,125.68712328767123,122.03205479452055,122.0958904109589,124.92931506849314,121.77369863013698,102.63589041095891,118.25753424657535,106.81972602739725,0.0,0.0,0.0,0.0,0.0,-1.8189894035458565e-12,0.0,1.4210854715202004e-14,-5.684341886080802e-14,0.0,0.0,0.03677419354838918,115.8,118.24177777777778,119.59700000000001,117.74888888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75326.7741935484,15.322580645166454,-2.2580645161287975,61.95483870967742,0.012903225806454088,-0.003225806451612634,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-14,8.153437485702852e-05,-0.00022769603998895604,0.0005116521835901722,-0.0023081081088420774,-0.00048350669950636416,-0.0001939391259568879,-3.175131097243877e-05,0.00040528018448782177,0.00041032825175335574,-0.0024785071461916885,0.0007069694719987751,0.00014791045784434687,0.0012284667064399457,0.0,123.20027397260273,0.0,-1.4210854715202004e-14,117.3682191780822,113.53342465753424,116.3572602739726,1.4210854715202004e-14,0.0,125.6235616438356,121.98602739726027,122.04794520547945,124.88465753424657,121.72684931506849,102.62794520547945,118.22876712328767,106.82986301369863,-1.6999999999999318,-1.349999999999909,18.360000000000014,0.0,0.14339999999999975,0.0,0.0,-1.4210854715202004e-14,5.684341886080802e-14,0.0,0.0,0.036774193548385625,115.86,118.308,119.664,117.82,-1.4210854715202004e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75339.83870967742,15.322580645151902,-2.2580645161292523,61.96774193548387,0.012903225806454088,-0.003225806451613522,-0.10999999999999943,6.0,0.0,0.0,0.0,-7.719999999999999
2022-03-15,8.153437486058124e-05,-0.00022769603998540333,0.0005116521835919485,-0.002308108108840301,-0.00048350669950636416,-0.00019393912595866425,-3.175131097243877e-05,0.00040528018448426906,0.00041032825175690846,-0.0024785071461916885,0.0007069694720005515,0.00014791045784612322,0.0012284667064381694,0.0,123.16,0.0,0.0,117.34,113.52,116.33999999999999,0.0,0.0,125.55999999999999,121.94,122.0,124.83999999999999,121.67999999999999,102.62,118.2,106.83999999999999,0.40999999999996817,2.6299999999999955,2.1299999999998818,0.0,-0.18880000000000052,1.8189894035458565e-12,0.0,1.4210854715202004e-14,0.0,0.0,0.0,0.036774193548385625,115.92,118.37422222222223,119.73100000000001,117.8911111111111,1.4210854715202004e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75352.90322580645,15.322580645166454,-2.2580645161287975,61.98064516129032,0.012903225806446983,-0.003225806451612634,-0.07000000000000028,-6.0,0.0,0.0,0.0,-5.25
2022-03-16,8.153437486058124e-05,-0.00022769603998895604,0.0005116521835901722,-0.002308108108840301,-0.00048350669950636416,-0.0001939391259568879,-3.175131097243877e-05,0.00040528018448426906,0.00041032825175690846,-0.002478507146189912,0.0007069694719987751,0.00014791045784434687,0.0012284667064399457,0.0,123.11972602739726,0.0,0.0,117.31178082191781,113.50657534246575,116.3227397260274,-1.4210854715202004e-14,0.0,125.49643835616438,121.89397260273972,121.95205479452055,124.79534246575342,121.63315068493151,102.61205479452055,118.17123287671232,106.85013698630137,0.4399999999999409,-2.9400000000000546,-1.1699999999998454,0.0,0.011600000000001387,-1.8189894035458565e-12,0.0,-1.4210854715202004e-14,0.0,0.0,0.0,0.03677419354838918,115.98,118.44044444444445,119.798,117.96222222222222,-1.4210854715202004e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75365.96774193548,15.322580645166454,-2.2580645161292523,61.99354838709677,0.012903225806454088,-0.003225806451612634,-0.3200000000000003,42.0,0.0,0.0,0.0,-0.5300000000000011
2022-03-17,8.153437485702852e-05,-0.00022769603998895604,0.0005116521835919485,-0.0023081081088420774,-0.0004835066995045878,-0.00019393912595866425,-3.1751310970662416e-05,0.00040528018448426906,0.00041032825175690846,-0.0024785071461916885,0.0007069694719987751,0.00014791045784434687,0.0012284667064381694,-1.4210854715202004e-14,123.07945205479452,0.0,0.0,117.28356164383563,113.4931506849315,116.30547945205478,1.4210854715202004e-14,0.0,125.43287671232876,121.84794520547945,121.9041095890411,124.75068493150684,121.58630136986301,102.6041095890411,118.14246575342466,106.86027397260274,-2.619999999999891,-17.470000000000027,-3.650000000000091,0.0,0.037499999999994316,0.0,0.0,1.4210854715202004e-14,0.0,0.0,0.0,0.036774193548385625,116.04,118.50666666666667,119.86500000000001,118.03333333333333,1.4210854715202004e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75379.03225806452,15.322580645151902,-2.2580645161287975,62.00645161290323,0.012903225806454088,-0.003225806451613522,-0.019999999999999574,-43.400000000000006,0.0,0.0,0.0,8.89
2022-03-18,8.153437486058124e-05,-0.00022769603998895604,0.0005116521835901722,-0.002308108108840301,-0.00048350669950636416,-0.0001939391259568879,-3.175131097243877e-05,0.00040528018448426906,0.00041032825175690846,-0.002478507146189912,0.0007069694719987751,0.00014791045784434687,0.0012284667064399457,1.4210854715202004e-14,123.03917808219178,1.4210854715202004e-14,0.0,117.25534246575343,113.47972602739726,116.28821917808219,-1.4210854715202004e-14,1.4210854715202004e-14,125.36931506849314,121.80191780821917,121.85616438356165,124.70602739726027,121.53945205479451,102.59616438356164,118.11369863013698,106.8704109589041,0.4799999999999045,0.82000000000005,-7.490000000000009,0.0,-0.1910000000000025,1.8189894035458565e-12,0.0,-1.4210854715202004e-14,-5.684341886080802e-14,0.0,0.0,0.03677419354838918,116.1,118.57288888888888,119.932,118.10444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75392.09677419355,15.322580645166454,-2.2580645161292523,62.01935483870968,0.012903225806454088,-0.003225806451612634,-0.1700000000000017,45.5,0.0,0.0,0.0,0.8199999999999932
2022-03-19,8.153437486058124e-05,-0.00022769603998540333,0.0005116521835919485,-0.002308108108840301,-0.00048350669950636416,-0.00019393912595866425,-3.175131097243877e-05,0.00040528018448426906,0.00041032825175690846,-0.0024785071461916885,0.0007069694720005515,0.00014791045784612322,0.0012284667064381694,0.0,122.99890410958903,-1.4210854715202004e-14,0.0,117.22712328767123,113.46630136986302,116.27095890410959,1.4210854715202004e-14,-1.4210854715202004e-14,125.30575342465752,121.7558904109589,121.8082191780822,124.66136986301369,121.49260273972602,102.5882191780822,118.08493150684932,106.88054794520548,0.0,0.0,0.0,0.0,0.0,-1.8189894035458565e-12,0.0,0.0,5.684341886080802e-14,0.0,0.0,0.036774193548385625,116.16,118.6391111111111,119.99900000000001,118.17555555555555,-1.4210854715202004e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75405.16129032258,15.322580645166454,-2.2580645161287975,62.03225806451613,0.012903225806446983,-0.003225806451612634,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-20,8.153437485702852e-05,-0.00022769603998895604,0.0005116521835901722,-0.0023081081088420774,-0.00048350669950636416,-0.0001939391259568879,-3.175131097243877e-05,0.00040528018448782177,0.00041032825175335574,-0.0024785071461916885,0.0007069694719987751,0.00014791045784434687,0.0012284667064399457,0.0,122.9586301369863,0.0,0.0,117.19890410958904,113.45287671232876,116.25369863013698,-1.4210854715202004e-14,0.0,125.24219178082191,121.70986301369862,121.76027397260275,124.61671232876712,121.44575342465752,102.58027397260274,118.05616438356164,106.89068493150684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4210854715202004e-14,0.0,0.0,0.0,0.036774193548385625,116.22,118.70533333333333,120.066,118.24666666666666,1.4210854715202004e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75418.2258064516,15.322580645151902,-2.2580645161292523,62.04516129032258,0.012903225806454088,-0.003225806451613522,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-21,8.153437486058124e-05,-0.00022769603998895604,0.0005116521835901722,-0.002308108108840301,-0.00048350669950636416,-0.00019393912595866425,-3.175131097243877e-05,0.00040528018448426906,0.00041032825175690846,-0.002478507146189912,0.0007069694719987751,0.00014791045784434687,0.0012284667064381694,-1.4210854715202004e-14,122.91835616438355,0.0,0.0,117.17068493150686,113.43945205479451,116.23643835616438,1.4210854715202004e-14,0.0,125.17863013698629,121.66383561643835,121.71232876712328,124.57205479452054,121.39890410958904,102.5723287671233,118.02739726027397,106.90082191780822,0.0,0.0,0.0,0.0,0.0,1.8189894035458565e-12,0.0,-1.4210854715202004e-14,0.0,0.0,0.0,0.03677419354838918,116.28,118.77155555555555,120.13300000000001,118.31777777777778,-1.4210854715202004e-14,3.4499999999999993,3.320000000000002,3.2200000000000006,3.129999999999999,2.7300000000000004,2.17,1.42,1.1100000000000012,1.0500000000000007,1.2699999999999996,1.5699999999999985,75431.29032258065,15.322580645166454,-2.2580645161287975,62.058064516129036,0.012903225806454088,-0.003225806451612634,-0.1599999999999966,0.0,0.0,0.0,0.0,7.970000000000013
2022-03-22,8.153437486058124e-05,-0.00022769603998540333,0.0005116521835919485,-0.002308108108840301,-0.00048350669950636416,-0.0001939391259568879,-3.175131097243877e-05,0.00040528018448426906,0.00041032825175690846,-0.0024785071461916885,0.0007069694720005515,0.00014791045784612322,0.0012284667064399457,1.4210854715202004e-14,122.87808219178082,0.0,1.4210854715202004e-14,117.14246575342466,113.42602739726027,116.21917808219177,-1.4210854715202004e-14,0.0,125.11506849315067,121.61780821917807,121.66438356164383,124.52739726027397,121.35205479452054,102.56438356164384,117.99863013698629,106.91095890410958,0.0,0.0,0.0,0.0,0.0,-1.8189894035458565e-12,0.0,1.4210854715202004e-14,0.0,0.0,0.0,0.036774193548385625,116.34,118.83777777777777,120.2,118.38888888888889,1.4210854715202004e-14,0.3500000000000014,0.00999999999999801,-0.26000000000000156,-0.4599999999999973,-0.9000000000000004,-1.0099999999999998,-0.8199999999999985,-0.5600000000000005,-0.34999999999999964,-0.20999999999999908,-0.14999999999999858,75444.35483870968,15.322580645166454,-2.2580645161292523,62.07096774193548,0.012903225806446983,-0.003225806451612634,-0.1700000000000017,55.900000000000006,0.0,0.0,0.0,-0.7600000000000051
2022-03-23,8.153437486058124e-05,-0.00022769603998895604,0.0005116521835901722,-0.002308108108840301,-0.0004835066995045878,-0.00019393912595866425,-3.175131097243877e-05,0.00040528018448426906,0.00041032825175690846,-0.002478507146189912,0.0007069694719987751,0.00014791045784434687,0.0012284667064381694,0.0,122.83780821917807,0.0,-1.4210854715202004e-14,117.11424657534246,113.41260273972603,116.20191780821918,1.4210854715202004e-14,0.0,125.05150684931506,121.57178082191781,121.61643835616438,124.48273972602739,121.30520547945206,102.55643835616439,117.96986301369863,106.92109589041095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4210854715202004e-14,-5.684341886080802e-14,0.0,0.0,0.03677419354838918,116.4,118.904,120.26700000000001,118.46,0.0,0.3000000000000007,0.2699999999999996,0.26000000000000156,0.259999999999998,0.25,0.19000000000000128,0.16999999999999993,0.2599999999999998,0.41000000000000014,0.5199999999999996,0.5599999999999987,75457.41935483871,15.322580645151902,-2.2580645161287975,62.08387096774194,0.012903225806454088,-0.003225806451612634,0.0,-19.900000000000006,0.0,0.0,0.0,5.989999999999995
